timestamp,fuel_level_l,fuel_consumption_lph,inflow_l,estimated_days_remaining,reorder_threshold_l,resupply_status
2024-01-03 06:00:00,98988.2,505.47,0.0,8.2,30000,NORMAL
2024-01-03 07:00:00,98969.2,457.39,0.0,9.0,30000,NORMAL
2024-01-03 08:00:00,98949.7,466.53,0.0,8.8,30000,NORMAL
2024-01-03 09:00:00,98931.6,435.82,0.0,9.5,30000,NORMAL
2024-01-03 10:00:00,98907.9,566.7,0.0,7.3,30000,NORMAL
2024-01-03 11:00:00,98888.4,469.95,0.0,8.8,30000,NORMAL
2024-01-03 12:00:00,98869.8,445.89,0.0,9.2,30000,NORMAL
2024-01-03 13:00:00,98850.0,475.16,0.0,8.7,30000,NORMAL
2024-01-03 14:00:00,98830.7,463.58,0.0,8.9,30000,NORMAL
2024-01-03 15:00:00,98807.6,553.12,0.0,7.4,30000,NORMAL
2024-01-03 16:00:00,98788.9,448.9,0.0,9.2,30000,NORMAL
2024-01-03 17:00:00,98768.6,488.28,0.0,8.4,30000,NORMAL
2024-01-03 18:00:00,98750.1,444.03,0.0,9.3,30000,NORMAL
2024-01-03 19:00:00,98734.8,365.63,0.0,11.3,30000,NORMAL
2024-01-03 20:00:00,98716.1,450.07,0.0,9.1,30000,NORMAL
2024-01-03 21:00:00,98695.6,492.67,0.0,8.3,30000,NORMAL
2024-01-03 22:00:00,98676.5,456.8,0.0,9.0,30000,NORMAL
2024-01-03 23:00:00,98660.2,392.19,0.0,10.5,30000,NORMAL
2024-01-04 00:00:00,98638.1,529.26,0.0,7.8,30000,NORMAL
2024-01-04 01:00:00,98621.9,390.52,0.0,10.5,30000,NORMAL
2024-01-04 02:00:00,98604.7,411.35,0.0,10.0,30000,NORMAL
2024-01-04 03:00:00,98588.3,393.75,0.0,10.4,30000,NORMAL
2024-01-04 04:00:00,98571.7,398.19,0.0,10.3,30000,NORMAL
2024-01-04 05:00:00,98552.9,452.25,0.0,9.1,30000,NORMAL
2024-01-04 06:00:00,98532.9,480.55,0.0,8.5,30000,NORMAL
2024-01-04 07:00:00,98515.3,420.65,0.0,9.8,30000,NORMAL
2024-01-04 08:00:00,98495.4,478.22,0.0,8.6,30000,NORMAL
2024-01-04 09:00:00,98475.0,488.45,0.0,8.4,30000,NORMAL
2024-01-04 10:00:00,98457.0,433.55,0.0,9.5,30000,NORMAL
2024-01-04 11:00:00,98441.4,374.31,0.0,11.0,30000,NORMAL
2024-01-04 12:00:00,98419.5,525.7,0.0,7.8,30000,NORMAL
2024-01-04 13:00:00,98402.1,416.47,0.0,9.8,30000,NORMAL
2024-01-04 14:00:00,98388.0,339.5,0.0,12.1,30000,NORMAL
2024-01-04 15:00:00,98370.0,430.55,0.0,9.5,30000,NORMAL
2024-01-04 16:00:00,98350.1,479.19,0.0,8.6,30000,NORMAL
2024-01-04 17:00:00,98329.8,486.68,0.0,8.4,30000,NORMAL
2024-01-04 18:00:00,98313.4,393.15,0.0,10.4,30000,NORMAL
2024-01-04 19:00:00,98298.5,357.56,0.0,11.5,30000,NORMAL
2024-01-04 20:00:00,98279.1,465.29,0.0,8.8,30000,NORMAL
2024-01-04 21:00:00,98259.3,475.85,0.0,8.6,30000,NORMAL
2024-01-04 22:00:00,98238.2,505.9,0.0,8.1,30000,NORMAL
2024-01-04 23:00:00,98217.4,500.16,0.0,8.2,30000,NORMAL
2024-01-05 00:00:00,98198.3,457.33,0.0,8.9,30000,NORMAL
2024-01-05 01:00:00,98181.5,404.07,0.0,10.1,30000,NORMAL
2024-01-05 02:00:00,98163.8,425.87,0.0,9.6,30000,NORMAL
2024-01-05 03:00:00,98145.5,437.85,0.0,9.3,30000,NORMAL
2024-01-05 04:00:00,98128.7,404.23,0.0,10.1,30000,NORMAL
2024-01-05 05:00:00,98107.7,504.05,0.0,8.1,30000,NORMAL
2024-01-05 06:00:00,98086.8,501.39,0.0,8.2,30000,NORMAL
2024-01-05 07:00:00,98070.9,380.2,0.0,10.7,30000,NORMAL
2024-01-05 08:00:00,98052.8,433.92,0.0,9.4,30000,NORMAL
2024-01-05 09:00:00,98029.8,553.11,0.0,7.4,30000,NORMAL
2024-01-05 10:00:00,98008.6,508.14,0.0,8.0,30000,NORMAL
2024-01-05 11:00:00,97989.5,459.41,0.0,8.9,30000,NORMAL
2024-01-05 12:00:00,97968.5,504.79,0.0,8.1,30000,NORMAL
2024-01-05 13:00:00,97946.3,532.47,0.0,7.7,30000,NORMAL
2024-01-05 14:00:00,97927.3,454.73,0.0,9.0,30000,NORMAL
2024-01-05 15:00:00,97911.4,382.15,0.0,10.7,30000,NORMAL
2024-01-05 16:00:00,97890.9,492.98,0.0,8.3,30000,NORMAL
2024-01-05 17:00:00,97870.2,495.57,0.0,8.2,30000,NORMAL
2024-01-05 18:00:00,97853.6,399.71,0.0,10.2,30000,NORMAL
2024-01-05 19:00:00,97834.3,463.03,0.0,8.8,30000,NORMAL
2024-01-05 20:00:00,97817.2,410.47,0.0,9.9,30000,NORMAL
2024-01-05 21:00:00,97801.8,367.76,0.0,11.1,30000,NORMAL
2024-01-05 22:00:00,97782.6,461.03,0.0,8.8,30000,NORMAL
2024-01-05 23:00:00,97760.8,522.61,0.0,7.8,30000,NORMAL
2024-01-06 00:00:00,97741.4,466.06,0.0,8.7,30000,NORMAL
2024-01-06 01:00:00,97722.3,458.84,0.0,8.9,30000,NORMAL
2024-01-06 02:00:00,97706.3,383.37,0.0,10.6,30000,NORMAL
2024-01-06 03:00:00,97686.3,481.41,0.0,8.5,30000,NORMAL
2024-01-06 04:00:00,97668.7,422.32,0.0,9.6,30000,NORMAL
2024-01-06 05:00:00,97651.6,411.1,0.0,9.9,30000,NORMAL
2024-01-06 06:00:00,97631.0,494.11,0.0,8.2,30000,NORMAL
2024-01-06 07:00:00,97614.7,389.22,0.0,10.4,30000,NORMAL
2024-01-06 08:00:00,97596.4,439.41,0.0,9.3,30000,NORMAL
2024-01-06 09:00:00,97580.1,392.61,0.0,10.4,30000,NORMAL
2024-01-06 10:00:00,97562.0,435.03,0.0,9.3,30000,NORMAL
2024-01-06 11:00:00,97547.8,340.39,0.0,11.9,30000,NORMAL
2024-01-06 12:00:00,97527.9,477.08,0.0,8.5,30000,NORMAL
2024-01-06 13:00:00,97508.3,469.51,0.0,8.7,30000,NORMAL
2024-01-06 14:00:00,97485.0,558.84,0.0,7.3,30000,NORMAL
2024-01-06 15:00:00,97465.8,462.12,0.0,8.8,30000,NORMAL
2024-01-06 16:00:00,97448.9,404.89,0.0,10.0,30000,NORMAL
2024-01-06 17:00:00,97428.1,499.58,0.0,8.1,30000,NORMAL
2024-01-06 18:00:00,97407.3,498.45,0.0,8.1,30000,NORMAL
2024-01-06 19:00:00,97385.9,515.34,0.0,7.9,30000,NORMAL
2024-01-06 20:00:00,97371.2,351.96,0.0,11.5,30000,NORMAL
2024-01-06 21:00:00,97353.9,414.95,0.0,9.8,30000,NORMAL
2024-01-06 22:00:00,97337.0,404.62,0.0,10.0,30000,NORMAL
2024-01-06 23:00:00,97315.1,526.43,0.0,7.7,30000,NORMAL
2024-01-07 00:00:00,97294.7,490.28,0.0,8.3,30000,NORMAL
2024-01-07 01:00:00,97273.6,506.52,0.0,8.0,30000,NORMAL
2024-01-07 02:00:00,97257.1,395.75,0.0,10.2,30000,NORMAL
2024-01-07 03:00:00,97238.1,456.63,0.0,8.9,30000,NORMAL
2024-01-07 04:00:00,97222.7,368.63,0.0,11.0,30000,NORMAL
2024-01-07 05:00:00,97206.3,394.88,0.0,10.3,30000,NORMAL
2024-01-07 06:00:00,97187.2,456.18,0.0,8.9,30000,NORMAL
2024-01-07 07:00:00,97168.0,461.09,0.0,8.8,30000,NORMAL
2024-01-07 08:00:00,97148.5,469.67,0.0,8.6,30000,NORMAL
2024-01-07 09:00:00,97131.1,417.49,0.0,9.7,30000,NORMAL
2024-01-07 10:00:00,97111.4,471.27,0.0,8.6,30000,NORMAL
2024-01-07 11:00:00,97092.7,450.23,0.0,9.0,30000,NORMAL
2024-01-07 12:00:00,97070.7,528.5,0.0,7.7,30000,NORMAL
2024-01-07 13:00:00,97052.8,428.67,0.0,9.4,30000,NORMAL
2024-01-07 14:00:00,97037.9,358.27,0.0,11.3,30000,NORMAL
2024-01-07 15:00:00,97017.8,480.84,0.0,8.4,30000,NORMAL
2024-01-07 16:00:00,96998.4,466.79,0.0,8.7,30000,NORMAL
2024-01-07 17:00:00,96981.5,405.51,0.0,10.0,30000,NORMAL
2024-01-07 18:00:00,96963.4,433.67,0.0,9.3,30000,NORMAL
2024-01-07 19:00:00,96944.3,459.7,0.0,8.8,30000,NORMAL
2024-01-07 20:00:00,96926.3,431.03,0.0,9.4,30000,NORMAL
2024-01-07 21:00:00,96909.9,394.48,0.0,10.2,30000,NORMAL
2024-01-07 22:00:00,96891.5,440.01,0.0,9.2,30000,NORMAL
2024-01-07 23:00:00,96870.9,494.22,0.0,8.2,30000,NORMAL
2024-01-08 00:00:00,96852.9,431.92,0.0,9.3,30000,NORMAL
2024-01-08 01:00:00,96833.7,460.59,0.0,8.8,30000,NORMAL
2024-01-08 02:00:00,96815.4,440.93,0.0,9.1,30000,NORMAL
2024-01-08 03:00:00,96799.2,388.25,0.0,10.4,30000,NORMAL
2024-01-08 04:00:00,96780.7,444.68,0.0,9.1,30000,NORMAL
2024-01-08 05:00:00,96762.8,427.74,0.0,9.4,30000,NORMAL
2024-01-08 06:00:00,96742.5,487.93,0.0,8.3,30000,NORMAL
2024-01-08 07:00:00,96721.2,511.77,0.0,7.9,30000,NORMAL
2024-01-08 08:00:00,96700.6,494.08,0.0,8.2,30000,NORMAL
2024-01-08 09:00:00,96683.4,413.24,0.0,9.7,30000,NORMAL
2024-01-08 10:00:00,96667.1,391.86,0.0,10.3,30000,NORMAL
2024-01-08 11:00:00,96651.5,374.32,0.0,10.8,30000,NORMAL
2024-01-08 12:00:00,96632.4,458.47,0.0,8.8,30000,NORMAL
2024-01-08 13:00:00,96615.1,414.54,0.0,9.7,30000,NORMAL
2024-01-08 14:00:00,96598.7,394.35,0.0,10.2,30000,NORMAL
2024-01-08 15:00:00,96575.8,548.09,0.0,7.3,30000,NORMAL
2024-01-08 16:00:00,96556.1,474.31,0.0,8.5,30000,NORMAL
2024-01-08 17:00:00,96536.6,466.81,0.0,8.6,30000,NORMAL
2024-01-08 18:00:00,96517.3,464.31,0.0,8.7,30000,NORMAL
2024-01-08 19:00:00,96495.1,530.94,0.0,7.6,30000,NORMAL
2024-01-08 20:00:00,96476.7,441.65,0.0,9.1,30000,NORMAL
2024-01-08 21:00:00,96456.7,480.89,0.0,8.4,30000,NORMAL
2024-01-08 22:00:00,96436.1,495.17,0.0,8.1,30000,NORMAL
2024-01-08 23:00:00,96413.4,542.89,0.0,7.4,30000,NORMAL
2024-01-09 00:00:00,96394.7,449.93,0.0,8.9,30000,NORMAL
2024-01-09 01:00:00,96373.4,511.73,0.0,7.8,30000,NORMAL
2024-01-09 02:00:00,96358.4,358.58,0.0,11.2,30000,NORMAL
2024-01-09 03:00:00,96335.3,555.87,0.0,7.2,30000,NORMAL
2024-01-09 04:00:00,96315.6,471.13,0.0,8.5,30000,NORMAL
2024-01-09 05:00:00,96295.3,487.76,0.0,8.2,30000,NORMAL
2024-01-09 06:00:00,96279.2,385.81,0.0,10.4,30000,NORMAL
2024-01-09 07:00:00,96263.3,382.57,0.0,10.5,30000,NORMAL
2024-01-09 08:00:00,96245.9,417.69,0.0,9.6,30000,NORMAL
2024-01-09 09:00:00,96227.1,450.99,0.0,8.9,30000,NORMAL
2024-01-09 10:00:00,96208.9,437.27,0.0,9.2,30000,NORMAL
2024-01-09 11:00:00,96191.0,429.5,0.0,9.3,30000,NORMAL
2024-01-09 12:00:00,96172.7,440.15,0.0,9.1,30000,NORMAL
2024-01-09 13:00:00,96158.8,333.27,0.0,12.0,30000,NORMAL
2024-01-09 14:00:00,96139.1,471.33,0.0,8.5,30000,NORMAL
2024-01-09 15:00:00,96120.7,441.51,0.0,9.1,30000,NORMAL
2024-01-09 16:00:00,96100.0,497.56,0.0,8.0,30000,NORMAL
2024-01-09 17:00:00,96082.2,426.21,0.0,9.4,30000,NORMAL
2024-01-09 18:00:00,96064.3,431.4,0.0,9.3,30000,NORMAL
2024-01-09 19:00:00,96045.2,457.9,0.0,8.7,30000,NORMAL
2024-01-09 20:00:00,96025.0,484.2,0.0,8.3,30000,NORMAL
2024-01-09 21:00:00,96003.9,507.53,0.0,7.9,30000,NORMAL
2024-01-09 22:00:00,95985.2,447.97,0.0,8.9,30000,NORMAL
2024-01-09 23:00:00,95965.6,471.43,0.0,8.5,30000,NORMAL
2024-01-10 00:00:00,95946.7,451.65,0.0,8.9,30000,NORMAL
2024-01-10 01:00:00,95928.6,435.31,0.0,9.2,30000,NORMAL
2024-01-10 02:00:00,95913.9,353.88,0.0,11.3,30000,NORMAL
2024-01-10 03:00:00,95894.7,460.3,0.0,8.7,30000,NORMAL
2024-01-10 04:00:00,95877.8,404.47,0.0,9.9,30000,NORMAL
2024-01-10 05:00:00,95857.3,493.54,0.0,8.1,30000,NORMAL
2024-01-10 06:00:00,95840.3,406.59,0.0,9.8,30000,NORMAL
2024-01-10 07:00:00,95822.8,421.59,0.0,9.5,30000,NORMAL
2024-01-10 08:00:00,95805.7,408.9,0.0,9.8,30000,NORMAL
2024-01-10 09:00:00,95785.9,476.66,0.0,8.4,30000,NORMAL
2024-01-10 10:00:00,95767.7,434.84,0.0,9.2,30000,NORMAL
2024-01-10 11:00:00,95747.8,478.42,0.0,8.3,30000,NORMAL
2024-01-10 12:00:00,95734.6,316.49,0.0,12.6,30000,NORMAL
2024-01-10 13:00:00,95711.7,549.71,0.0,7.3,30000,NORMAL
2024-01-10 14:00:00,95695.1,399.48,0.0,10.0,30000,NORMAL
2024-01-10 15:00:00,95674.7,488.43,0.0,8.2,30000,NORMAL
2024-01-10 16:00:00,95654.9,475.0,0.0,8.4,30000,NORMAL
2024-01-10 17:00:00,95634.7,485.58,0.0,8.2,30000,NORMAL
2024-01-10 18:00:00,95617.6,409.11,0.0,9.7,30000,NORMAL
2024-01-10 19:00:00,95599.6,433.05,0.0,9.2,30000,NORMAL
2024-01-10 20:00:00,95580.0,469.92,0.0,8.5,30000,NORMAL
2024-01-10 21:00:00,95561.3,450.2,0.0,8.8,30000,NORMAL
2024-01-10 22:00:00,95544.4,404.53,0.0,9.8,30000,NORMAL
2024-01-10 23:00:00,95524.5,478.67,0.0,8.3,30000,NORMAL
2024-01-11 00:00:00,95501.0,564.19,0.0,7.1,30000,NORMAL
2024-01-11 01:00:00,95483.1,428.91,0.0,9.3,30000,NORMAL
2024-01-11 02:00:00,95463.3,474.41,0.0,8.4,30000,NORMAL
2024-01-11 03:00:00,95444.1,461.39,0.0,8.6,30000,NORMAL
2024-01-11 04:00:00,95426.1,431.46,0.0,9.2,30000,NORMAL
2024-01-11 05:00:00,95405.7,490.31,0.0,8.1,30000,NORMAL
2024-01-11 06:00:00,95385.3,489.63,0.0,8.1,30000,NORMAL
2024-01-11 07:00:00,95367.7,422.51,0.0,9.4,30000,NORMAL
2024-01-11 08:00:00,95345.9,521.65,0.0,7.6,30000,NORMAL
2024-01-11 09:00:00,95327.2,450.53,0.0,8.8,30000,NORMAL
2024-01-11 10:00:00,95306.2,503.78,0.0,7.9,30000,NORMAL
2024-01-11 11:00:00,95286.7,467.22,0.0,8.5,30000,NORMAL
2024-01-11 12:00:00,95267.9,451.98,0.0,8.8,30000,NORMAL
2024-01-11 13:00:00,95249.1,449.58,0.0,8.8,30000,NORMAL
2024-01-11 14:00:00,95229.0,483.81,0.0,8.2,30000,NORMAL
2024-01-11 15:00:00,95212.5,395.0,0.0,10.0,30000,NORMAL
2024-01-11 16:00:00,95193.0,468.57,0.0,8.5,30000,NORMAL
2024-01-11 17:00:00,95171.5,515.51,0.0,7.7,30000,NORMAL
2024-01-11 18:00:00,95151.7,475.53,0.0,8.3,30000,NORMAL
2024-01-11 19:00:00,95136.6,362.67,0.0,10.9,30000,NORMAL
2024-01-11 20:00:00,95120.7,380.85,0.0,10.4,30000,NORMAL
2024-01-11 21:00:00,95101.9,451.05,0.0,8.8,30000,NORMAL
2024-01-11 22:00:00,95084.8,410.65,0.0,9.6,30000,NORMAL
2024-01-11 23:00:00,95064.2,494.48,0.0,8.0,30000,NORMAL
2024-01-12 00:00:00,95046.5,426.29,0.0,9.3,30000,NORMAL
2024-01-12 01:00:00,95026.6,477.57,0.0,8.3,30000,NORMAL
2024-01-12 02:00:00,95003.8,546.97,0.0,7.2,30000,NORMAL
2024-01-12 03:00:00,94985.0,451.15,0.0,8.8,30000,NORMAL
2024-01-12 04:00:00,94968.3,399.41,0.0,9.9,30000,NORMAL
2024-01-12 05:00:00,94948.8,469.79,0.0,8.4,30000,NORMAL
2024-01-12 06:00:00,94929.4,464.14,0.0,8.5,30000,NORMAL
2024-01-12 07:00:00,94910.2,462.5,0.0,8.6,30000,NORMAL
2024-01-12 08:00:00,94888.6,518.4,0.0,7.6,30000,NORMAL
2024-01-12 09:00:00,94872.3,390.69,0.0,10.1,30000,NORMAL
2024-01-12 10:00:00,94851.4,499.97,0.0,7.9,30000,NORMAL
2024-01-12 11:00:00,94834.0,419.69,0.0,9.4,30000,NORMAL
2024-01-12 12:00:00,94812.3,519.03,0.0,7.6,30000,NORMAL
2024-01-12 13:00:00,94798.0,343.89,0.0,11.5,30000,NORMAL
2024-01-12 14:00:00,94774.6,561.53,0.0,7.0,30000,NORMAL
2024-01-12 15:00:00,94756.4,436.46,0.0,9.0,30000,NORMAL
2024-01-12 16:00:00,94740.2,389.49,0.0,10.1,30000,NORMAL
2024-01-12 17:00:00,94719.5,495.38,0.0,8.0,30000,NORMAL
2024-01-12 18:00:00,94699.7,475.58,0.0,8.3,30000,NORMAL
2024-01-12 19:00:00,94680.0,472.66,0.0,8.3,30000,NORMAL
2024-01-12 20:00:00,94659.3,496.48,0.0,7.9,30000,NORMAL
2024-01-12 21:00:00,94640.5,451.82,0.0,8.7,30000,NORMAL
2024-01-12 22:00:00,94622.4,435.37,0.0,9.1,30000,NORMAL
2024-01-12 23:00:00,94606.0,392.03,0.0,10.1,30000,NORMAL
2024-01-13 00:00:00,94587.5,444.31,0.0,8.9,30000,NORMAL
2024-01-13 01:00:00,94569.9,424.43,0.0,9.3,30000,NORMAL
2024-01-13 02:00:00,94551.1,449.58,0.0,8.8,30000,NORMAL
2024-01-13 03:00:00,94532.1,455.65,0.0,8.6,30000,NORMAL
2024-01-13 04:00:00,94509.8,536.87,0.0,7.3,30000,NORMAL
2024-01-13 05:00:00,94492.6,412.63,0.0,9.5,30000,NORMAL
2024-01-13 06:00:00,94474.1,442.95,0.0,8.9,30000,NORMAL
2024-01-13 07:00:00,94456.3,428.23,0.0,9.2,30000,NORMAL
2024-01-13 08:00:00,94440.4,379.86,0.0,10.4,30000,NORMAL
2024-01-13 09:00:00,94415.6,595.59,0.0,6.6,30000,NORMAL
2024-01-13 10:00:00,94398.8,403.19,0.0,9.8,30000,NORMAL
2024-01-13 11:00:00,94379.3,468.47,0.0,8.4,30000,NORMAL
2024-01-13 12:00:00,94357.0,535.01,0.0,7.3,30000,NORMAL
2024-01-13 13:00:00,94340.8,388.03,0.0,10.1,30000,NORMAL
2024-01-13 14:00:00,94320.3,493.8,0.0,8.0,30000,NORMAL
2024-01-13 15:00:00,94304.7,373.03,0.0,10.5,30000,NORMAL
2024-01-13 16:00:00,94287.7,409.88,0.0,9.6,30000,NORMAL
2024-01-13 17:00:00,94267.7,478.07,0.0,8.2,30000,NORMAL
2024-01-13 18:00:00,94249.6,436.36,0.0,9.0,30000,NORMAL
2024-01-13 19:00:00,94227.8,522.73,0.0,7.5,30000,NORMAL
2024-01-13 20:00:00,94208.8,456.43,0.0,8.6,30000,NORMAL
2024-01-13 21:00:00,94188.9,476.05,0.0,8.2,30000,NORMAL
2024-01-13 22:00:00,94171.6,415.51,0.0,9.4,30000,NORMAL
2024-01-13 23:00:00,94155.0,398.07,0.0,9.9,30000,NORMAL
2024-01-14 00:00:00,94138.7,392.2,0.0,10.0,30000,NORMAL
2024-01-14 01:00:00,94121.9,403.25,0.0,9.7,30000,NORMAL
2024-01-14 02:00:00,94104.6,415.25,0.0,9.4,30000,NORMAL
2024-01-14 03:00:00,94083.4,507.85,0.0,7.7,30000,NORMAL
2024-01-14 04:00:00,94063.8,470.17,0.0,8.3,30000,NORMAL
2024-01-14 05:00:00,94047.7,386.11,0.0,10.1,30000,NORMAL
2024-01-14 06:00:00,94029.8,429.41,0.0,9.1,30000,NORMAL
2024-01-14 07:00:00,94011.2,448.48,0.0,8.7,30000,NORMAL
2024-01-14 08:00:00,93986.3,596.67,0.0,6.6,30000,NORMAL
2024-01-14 09:00:00,93967.5,450.43,0.0,8.7,30000,NORMAL
2024-01-14 10:00:00,93947.8,472.68,0.0,8.3,30000,NORMAL
2024-01-14 11:00:00,93931.1,400.38,0.0,9.8,30000,NORMAL
2024-01-14 12:00:00,93910.9,486.03,0.0,8.1,30000,NORMAL
2024-01-14 13:00:00,93889.3,519.02,0.0,7.5,30000,NORMAL
2024-01-14 14:00:00,93870.8,442.46,0.0,8.8,30000,NORMAL
2024-01-14 15:00:00,93850.8,480.77,0.0,8.1,30000,NORMAL
2024-01-14 16:00:00,93830.9,478.77,0.0,8.2,30000,NORMAL
2024-01-14 17:00:00,93812.0,453.47,0.0,8.6,30000,NORMAL
2024-01-14 18:00:00,93790.5,514.55,0.0,7.6,30000,NORMAL
2024-01-14 19:00:00,93773.4,410.07,0.0,9.5,30000,NORMAL
2024-01-14 20:00:00,93756.5,406.39,0.0,9.6,30000,NORMAL
2024-01-14 21:00:00,93737.7,450.22,0.0,8.7,30000,NORMAL
2024-01-14 22:00:00,93719.8,431.33,0.0,9.1,30000,NORMAL
2024-01-14 23:00:00,93707.1,304.43,0.0,12.8,30000,NORMAL
2024-01-15 00:00:00,100000.0,413.43,20739.9,10.1,30000,SCHEDULED
2024-01-15 01:00:00,99981.9,433.97,0.0,9.6,30000,NORMAL
2024-01-15 02:00:00,99961.7,485.66,0.0,8.6,30000,NORMAL
2024-01-15 03:00:00,99942.8,452.71,0.0,9.2,30000,NORMAL
2024-01-15 04:00:00,99923.8,456.67,0.0,9.1,30000,NORMAL
2024-01-15 05:00:00,99905.4,442.22,0.0,9.4,30000,NORMAL
2024-01-15 06:00:00,99886.2,460.58,0.0,9.0,30000,NORMAL
2024-01-15 07:00:00,99861.5,591.25,0.0,7.0,30000,NORMAL
2024-01-15 08:00:00,99843.5,432.39,0.0,9.6,30000,NORMAL
2024-01-15 09:00:00,99824.8,449.34,0.0,9.3,30000,NORMAL
2024-01-15 10:00:00,99807.9,406.77,0.0,10.2,30000,NORMAL
2024-01-15 11:00:00,99793.1,354.82,0.0,11.7,30000,NORMAL
2024-01-15 12:00:00,99773.8,463.28,0.0,9.0,30000,NORMAL
2024-01-15 13:00:00,99752.7,506.59,0.0,8.2,30000,NORMAL
2024-01-15 14:00:00,99729.1,566.0,0.0,7.3,30000,NORMAL
2024-01-15 15:00:00,99710.7,440.62,0.0,9.4,30000,NORMAL
2024-01-15 16:00:00,99692.5,437.04,0.0,9.5,30000,NORMAL
2024-01-15 17:00:00,99671.8,496.78,0.0,8.4,30000,NORMAL
2024-01-15 18:00:00,99649.5,535.61,0.0,7.8,30000,NORMAL
