timestamp,generator_id,total_power_kw,generator_load_pct,voltage,current,frequency,power_factor,generator_temp_c,runtime_hours,status
2024-01-01 06:00:00,GEN_M02,69.82,55.9,401.58,99.74,49.931,0.901,31.9,13665.5,RUNNING
2024-01-01 06:00:00,GEN_M03,86.4,69.1,400.86,123.43,50.057,0.939,37.4,14230.0,RUNNING
2024-01-01 06:00:00,GEN_B01,87.76,70.2,399.64,125.38,49.976,0.922,28.2,11259.2,RUNNING
2024-01-01 06:00:00,GEN_B02,88.11,70.5,399.29,125.88,50.054,0.921,26.5,13390.0,RUNNING
2024-01-01 07:00:00,GEN_M01,70.47,56.4,400.32,100.68,50.002,0.907,28.3,11784.4,RUNNING
2024-01-01 07:00:00,GEN_M02,61.0,48.8,399.01,87.14,50.043,0.904,30.1,8177.5,RUNNING
2024-01-01 07:00:00,GEN_M03,80.1,64.1,401.3,114.43,49.94,0.913,30.8,9095.1,RUNNING
2024-01-01 07:00:00,GEN_B01,98.9,79.1,398.11,141.29,50.046,0.962,30.6,10937.2,RUNNING
2024-01-01 07:00:00,GEN_B02,91.57,73.3,398.94,130.82,50.022,0.935,32.3,11319.2,RUNNING
2024-01-01 08:00:00,GEN_M01,48.84,39.1,399.62,69.77,49.938,0.953,27.7,12445.7,RUNNING
2024-01-01 08:00:00,GEN_M02,66.95,53.6,397.85,95.64,50.058,0.92,32.6,12610.9,RUNNING
2024-01-01 08:00:00,GEN_M03,83.24,66.6,400.1,118.92,49.981,0.922,28.5,10717.2,RUNNING
2024-01-01 08:00:00,GEN_B01,87.87,70.3,397.07,125.53,49.992,0.932,34.0,14728.3,RUNNING
2024-01-01 08:00:00,GEN_B02,84.06,67.2,399.69,120.09,49.975,0.908,28.5,8827.2,RUNNING
2024-01-01 09:00:00,GEN_M01,89.75,71.8,400.46,128.21,50.041,0.933,31.5,9974.2,RUNNING
2024-01-01 09:00:00,GEN_M02,88.72,71.0,399.97,126.75,50.006,0.946,31.0,10385.6,RUNNING
2024-01-01 09:00:00,GEN_M03,75.33,60.3,401.65,107.62,50.041,0.936,29.3,8721.9,RUNNING
2024-01-01 09:00:00,GEN_B01,94.3,75.4,401.02,134.72,49.984,0.926,29.8,14654.3,RUNNING
2024-01-01 09:00:00,GEN_B02,79.95,64.0,403.14,114.21,49.95,0.896,28.1,12707.6,RUNNING
2024-01-01 10:00:00,GEN_M01,87.49,70.0,399.98,124.99,49.955,0.922,31.0,11090.7,RUNNING
2024-01-01 10:00:00,GEN_M02,74.48,59.6,399.52,106.4,50.021,0.909,28.1,12327.5,RUNNING
2024-01-01 10:00:00,GEN_M03,83.7,67.0,399.29,119.57,50.012,0.891,28.7,13689.6,RUNNING
2024-01-01 10:00:00,GEN_B01,67.18,53.7,399.68,95.96,50.016,0.95,28.3,10969.6,RUNNING
2024-01-01 10:00:00,GEN_B02,81.06,64.8,399.97,115.8,49.986,0.926,27.7,13222.3,RUNNING
2024-01-01 11:00:00,GEN_M01,72.98,58.4,400.6,104.25,50.035,0.912,29.5,9565.2,RUNNING
2024-01-01 11:00:00,GEN_M02,83.49,66.8,400.15,119.27,49.961,0.92,29.8,12405.8,RUNNING
2024-01-01 11:00:00,GEN_M03,86.23,69.0,398.85,123.19,50.044,0.924,34.0,8318.1,RUNNING
2024-01-01 11:00:00,GEN_B01,103.15,82.5,398.74,147.35,49.97,0.878,28.1,12085.6,RUNNING
2024-01-01 11:00:00,GEN_B02,75.99,60.8,402.81,108.56,50.048,0.908,30.4,12793.1,RUNNING
2024-01-01 12:00:00,GEN_M01,68.05,54.4,401.77,97.21,49.977,0.886,33.4,14789.4,RUNNING
2024-01-01 12:00:00,GEN_M02,94.79,75.8,401.86,135.41,49.92,0.908,29.5,8394.6,RUNNING
2024-01-01 12:00:00,GEN_M03,81.3,65.0,399.32,116.15,50.031,0.899,29.8,14678.4,RUNNING
2024-01-01 12:00:00,GEN_B01,79.83,63.9,398.31,114.04,49.923,0.946,31.2,8794.9,RUNNING
2024-01-01 12:00:00,GEN_B02,96.76,77.4,401.77,138.23,50.003,0.961,30.0,14136.6,RUNNING
2024-01-01 13:00:00,GEN_M01,98.8,79.0,402.05,141.15,49.952,0.934,31.0,8954.6,MAINTENANCE
2024-01-01 13:00:00,GEN_M02,91.83,73.5,398.23,131.19,49.898,0.915,26.2,11597.9,RUNNING
2024-01-01 13:00:00,GEN_M03,88.43,70.7,397.93,126.32,49.915,0.919,33.0,11214.0,RUNNING
2024-01-01 13:00:00,GEN_B01,60.58,48.5,398.04,86.54,50.033,0.927,29.6,9273.2,RUNNING
2024-01-01 13:00:00,GEN_B02,71.85,57.5,401.43,102.64,49.951,0.93,29.6,9346.0,RUNNING
2024-01-01 14:00:00,GEN_M01,75.95,60.8,399.84,108.5,49.948,0.909,28.2,11523.9,RUNNING
2024-01-01 14:00:00,GEN_M02,69.27,55.4,400.32,98.96,49.994,0.916,28.3,13643.4,RUNNING
2024-01-01 14:00:00,GEN_M03,75.94,60.8,399.59,108.49,49.885,0.89,28.6,11237.7,RUNNING
2024-01-01 14:00:00,GEN_B01,94.92,75.9,400.47,135.6,50.154,0.942,30.9,8750.2,RUNNING
2024-01-01 14:00:00,GEN_B02,65.19,52.1,398.87,93.12,49.929,0.907,30.1,8838.3,RUNNING
2024-01-01 15:00:00,GEN_M01,70.43,56.3,401.32,100.62,50.0,0.95,33.1,8608.4,RUNNING
2024-01-01 15:00:00,GEN_M02,96.48,77.2,398.44,137.83,49.99,0.902,30.8,12521.4,RUNNING
2024-01-01 15:00:00,GEN_M03,67.42,53.9,400.84,96.32,49.967,0.91,26.9,9306.0,RUNNING
2024-01-01 15:00:00,GEN_B01,81.74,65.4,400.41,116.76,49.997,0.915,28.1,14786.3,RUNNING
2024-01-01 15:00:00,GEN_B02,72.17,57.7,401.13,103.11,50.025,0.9,28.6,14505.6,RUNNING
2024-01-01 16:00:00,GEN_M01,64.56,51.6,399.01,92.22,50.029,0.905,30.8,11553.3,RUNNING
2024-01-01 16:00:00,GEN_M02,63.2,50.6,398.64,90.29,50.032,0.887,30.3,9080.5,RUNNING
2024-01-01 16:00:00,GEN_M03,74.73,59.8,398.71,106.76,49.981,0.94,29.8,9782.5,RUNNING
2024-01-01 16:00:00,GEN_B01,75.48,60.4,402.16,107.83,49.876,0.904,30.8,10442.1,RUNNING
2024-01-01 16:00:00,GEN_B02,84.96,68.0,400.13,121.37,49.992,0.943,28.5,8978.4,RUNNING
2024-01-01 17:00:00,GEN_M01,83.79,67.0,399.35,119.71,50.02,0.912,28.8,12656.4,RUNNING
2024-01-01 17:00:00,GEN_M02,89.96,72.0,401.8,128.52,49.98,0.879,29.1,11238.8,RUNNING
2024-01-01 17:00:00,GEN_M03,71.17,56.9,402.51,101.67,50.016,0.916,29.8,10687.2,RUNNING
2024-01-01 17:00:00,GEN_B01,83.61,66.9,397.78,119.44,50.057,0.927,31.3,12340.5,RUNNING
2024-01-01 17:00:00,GEN_B02,77.1,61.7,400.37,110.14,49.977,0.903,30.1,9739.4,RUNNING
2024-01-01 18:00:00,GEN_M01,81.97,65.6,400.72,117.09,50.017,0.941,28.8,8774.4,RUNNING
2024-01-01 18:00:00,GEN_M02,76.15,60.9,398.53,108.79,49.978,0.928,29.2,9604.8,RUNNING
2024-01-01 18:00:00,GEN_M03,89.95,72.0,400.62,128.49,50.094,0.905,32.5,9271.2,RUNNING
2024-01-01 18:00:00,GEN_B01,68.8,55.0,402.24,98.29,50.033,0.919,26.2,9073.5,RUNNING
2024-01-01 18:00:00,GEN_B02,105.71,84.6,400.16,151.01,50.036,0.93,30.0,12950.7,RUNNING
2024-01-01 19:00:00,GEN_M01,57.93,46.3,402.02,82.76,50.08,0.91,33.5,14540.6,RUNNING
2024-01-01 19:00:00,GEN_M02,48.83,39.1,400.08,69.75,50.055,0.886,29.5,8383.3,RUNNING
2024-01-01 19:00:00,GEN_M03,67.72,54.2,397.52,96.75,50.041,0.921,27.7,10424.4,RUNNING
2024-01-01 19:00:00,GEN_B01,53.73,43.0,399.61,76.76,49.925,0.915,33.1,11488.6,RUNNING
2024-01-01 19:00:00,GEN_B02,54.2,43.4,401.04,77.44,50.092,0.943,29.3,8091.7,RUNNING
2024-01-01 20:00:00,GEN_M01,54.23,43.4,403.86,77.48,50.003,0.92,27.5,9469.3,RUNNING
2024-01-01 20:00:00,GEN_M02,56.07,44.9,399.18,80.1,49.998,0.909,28.6,11953.9,RUNNING
2024-01-01 20:00:00,GEN_M03,54.34,43.5,396.02,77.63,50.055,0.945,32.7,9086.7,RUNNING
2024-01-01 20:00:00,GEN_B01,40.7,32.6,398.83,58.14,49.944,0.955,26.9,8177.7,RUNNING
2024-01-01 20:00:00,GEN_B02,63.27,50.6,401.08,90.38,49.944,0.91,32.3,12569.2,RUNNING
2024-01-01 21:00:00,GEN_M01,59.92,47.9,399.44,85.6,50.036,0.929,29.3,13811.5,RUNNING
2024-01-01 21:00:00,GEN_M02,48.14,38.5,400.89,68.77,49.985,0.927,31.0,10950.0,RUNNING
2024-01-01 21:00:00,GEN_M03,46.87,37.5,401.57,66.95,49.965,0.892,28.7,12132.1,RUNNING
2024-01-01 21:00:00,GEN_B01,46.65,37.3,396.88,66.64,50.085,0.924,33.3,13345.2,RUNNING
2024-01-01 21:00:00,GEN_B02,55.52,44.4,401.65,79.32,50.006,0.923,29.7,10976.5,RUNNING
2024-01-01 22:00:00,GEN_M01,58.56,46.8,397.98,83.66,50.037,0.923,26.3,14890.8,RUNNING
2024-01-01 22:00:00,GEN_M02,54.87,43.9,398.83,78.39,50.01,0.9,28.7,9918.4,RUNNING
2024-01-01 22:00:00,GEN_M03,63.97,51.2,400.38,91.38,50.049,0.953,30.7,9227.6,RUNNING
2024-01-01 22:00:00,GEN_B01,63.86,51.1,398.08,91.23,49.969,0.921,26.1,9164.0,RUNNING
2024-01-01 22:00:00,GEN_B02,57.65,46.1,399.08,82.36,49.93,0.902,28.2,13033.3,RUNNING
2024-01-01 23:00:00,GEN_M01,46.11,36.9,403.95,65.87,50.025,0.924,27.8,13128.0,RUNNING
2024-01-01 23:00:00,GEN_M02,51.93,41.5,403.84,74.19,49.995,0.943,30.0,8746.2,RUNNING
2024-01-01 23:00:00,GEN_M03,50.98,40.8,402.66,72.82,49.969,0.956,29.7,9724.8,RUNNING
2024-01-01 23:00:00,GEN_B01,60.99,48.8,400.93,87.13,49.921,0.905,31.7,14421.2,RUNNING
2024-01-01 23:00:00,GEN_B02,54.39,43.5,400.93,77.71,50.009,0.893,29.6,14110.6,RUNNING
2024-01-02 00:00:00,GEN_M01,60.45,48.4,401.25,86.35,50.023,0.919,31.6,9548.5,RUNNING
2024-01-02 00:00:00,GEN_M02,43.79,35.0,400.31,62.56,50.014,0.894,30.3,14408.4,RUNNING
2024-01-02 00:00:00,GEN_M03,48.14,38.5,399.94,68.77,50.034,0.921,31.6,10233.7,RUNNING
2024-01-02 00:00:00,GEN_B01,56.47,45.2,399.31,80.68,49.978,0.914,29.7,8538.7,RUNNING
2024-01-02 00:00:00,GEN_B02,65.67,52.5,399.72,93.81,49.978,0.949,27.7,10231.3,RUNNING
2024-01-02 01:00:00,GEN_M01,57.72,46.2,401.33,82.46,50.004,0.941,30.0,14573.5,RUNNING
2024-01-02 01:00:00,GEN_M02,52.37,41.9,403.45,74.81,49.982,0.911,32.3,10949.5,RUNNING
2024-01-02 01:00:00,GEN_M03,67.15,53.7,399.58,95.93,49.933,0.902,28.6,10074.2,RUNNING
2024-01-02 01:00:00,GEN_B01,55.99,44.8,402.33,79.99,49.95,0.94,30.0,14613.1,RUNNING
2024-01-02 01:00:00,GEN_B02,54.65,43.7,400.57,78.06,50.008,0.93,27.2,12254.2,RUNNING
2024-01-02 02:00:00,GEN_M01,51.47,41.2,399.07,73.52,49.972,0.907,28.4,8404.9,RUNNING
2024-01-02 02:00:00,GEN_M02,65.17,52.1,399.14,93.1,49.958,0.929,32.3,13710.8,RUNNING
2024-01-02 02:00:00,GEN_M03,57.77,46.2,402.32,82.53,50.09,0.908,26.5,14221.2,RUNNING
2024-01-02 02:00:00,GEN_B01,53.34,42.7,400.5,76.2,50.033,0.96,30.1,8608.9,RUNNING
2024-01-02 02:00:00,GEN_B02,45.91,36.7,399.95,65.58,50.09,0.91,28.0,13958.4,RUNNING
2024-01-02 03:00:00,GEN_M01,57.93,46.3,399.2,82.75,49.976,0.941,34.5,12746.1,RUNNING
2024-01-02 03:00:00,GEN_M02,60.63,48.5,400.89,86.61,50.055,0.936,28.8,12882.3,RUNNING
2024-01-02 03:00:00,GEN_M03,60.05,48.0,400.97,85.79,49.992,0.923,32.2,10345.8,RUNNING
2024-01-02 03:00:00,GEN_B01,59.02,47.2,400.04,84.31,50.064,0.924,28.7,12422.7,RUNNING
2024-01-02 03:00:00,GEN_B02,56.6,45.3,403.24,80.85,49.985,0.924,30.8,13327.2,RUNNING
2024-01-02 04:00:00,GEN_M01,55.54,44.4,400.91,79.34,50.009,0.911,30.0,10106.7,RUNNING
2024-01-02 04:00:00,GEN_M02,57.71,46.2,398.95,82.44,50.06,0.89,29.7,8320.2,RUNNING
2024-01-02 04:00:00,GEN_M03,52.06,41.6,402.35,74.37,49.997,0.909,30.2,9915.4,RUNNING
2024-01-02 04:00:00,GEN_B01,70.36,56.3,396.7,100.51,50.022,0.91,26.6,12855.8,RUNNING
2024-01-02 04:00:00,GEN_B02,58.08,46.5,398.08,82.97,50.044,0.933,28.4,10938.1,RUNNING
2024-01-02 05:00:00,GEN_M01,55.51,44.4,398.96,79.29,49.998,0.925,26.4,14258.7,RUNNING
2024-01-02 05:00:00,GEN_M02,46.86,37.5,399.88,66.95,50.056,0.927,32.4,13396.5,RUNNING
2024-01-02 05:00:00,GEN_M03,59.68,47.7,401.99,85.25,50.01,0.934,30.8,13575.8,RUNNING
2024-01-02 05:00:00,GEN_B01,51.18,40.9,399.94,73.11,49.928,0.923,33.1,9883.0,RUNNING
2024-01-02 05:00:00,GEN_B02,51.14,40.9,397.17,73.06,49.977,0.872,28.6,12200.1,RUNNING
2024-01-02 06:00:00,GEN_M01,89.11,71.3,398.55,127.3,49.998,0.92,30.3,12327.1,RUNNING
2024-01-02 06:00:00,GEN_M02,69.67,55.7,400.04,99.52,50.01,0.879,29.0,8615.1,RUNNING
2024-01-02 06:00:00,GEN_M03,71.23,57.0,402.7,101.76,50.032,0.909,28.9,9172.4,RUNNING
2024-01-02 06:00:00,GEN_B01,86.98,69.6,401.39,124.25,50.003,0.907,32.3,12963.4,RUNNING
2024-01-02 06:00:00,GEN_B02,90.2,72.2,401.57,128.86,49.973,0.946,30.8,11166.2,RUNNING
2024-01-02 07:00:00,GEN_M01,83.23,66.6,400.3,118.89,49.967,0.91,33.0,14102.5,RUNNING
2024-01-02 07:00:00,GEN_M02,86.48,69.2,399.96,123.54,50.107,0.955,28.3,9599.2,RUNNING
2024-01-02 07:00:00,GEN_M03,85.61,68.5,400.18,122.3,50.031,0.9,29.6,8505.4,RUNNING
2024-01-02 07:00:00,GEN_B01,78.68,62.9,400.6,112.39,50.032,0.91,26.1,10421.5,RUNNING
2024-01-02 07:00:00,GEN_B02,96.99,77.6,401.57,138.56,50.084,0.911,29.9,11406.7,RUNNING
2024-01-02 08:00:00,GEN_M01,79.52,63.6,400.98,113.61,49.921,0.95,31.3,13131.8,RUNNING
2024-01-02 08:00:00,GEN_M02,95.05,76.0,400.39,135.79,49.972,0.907,30.5,14799.8,RUNNING
2024-01-02 08:00:00,GEN_M03,80.99,64.8,400.82,115.71,49.981,0.935,31.8,10514.6,RUNNING
2024-01-02 08:00:00,GEN_B01,52.76,42.2,398.32,75.38,49.935,0.943,28.8,13414.3,RUNNING
2024-01-02 08:00:00,GEN_B02,80.78,64.6,400.12,115.4,49.936,0.94,30.4,11016.2,RUNNING
2024-01-02 09:00:00,GEN_M01,76.31,61.0,401.28,109.02,49.983,0.913,32.5,8256.7,RUNNING
2024-01-02 09:00:00,GEN_M02,78.03,62.4,400.57,111.48,50.022,0.941,33.6,9440.9,RUNNING
2024-01-02 09:00:00,GEN_M03,83.64,66.9,399.94,119.48,50.036,0.921,29.3,8275.4,RUNNING
2024-01-02 09:00:00,GEN_B01,88.58,70.9,400.12,126.54,49.9,0.938,29.3,11183.2,RUNNING
2024-01-02 09:00:00,GEN_B02,84.71,67.8,399.79,121.02,50.055,0.899,33.7,9413.0,RUNNING
2024-01-02 10:00:00,GEN_M01,75.01,60.0,399.71,107.16,50.011,0.937,33.3,14612.3,RUNNING
2024-01-02 10:00:00,GEN_M02,86.21,69.0,399.91,123.15,50.01,0.941,34.3,8212.7,RUNNING
2024-01-02 10:00:00,GEN_M03,92.31,73.8,400.96,131.86,49.943,0.953,31.9,8746.2,RUNNING
2024-01-02 10:00:00,GEN_B01,69.79,55.8,400.49,99.7,50.016,0.928,29.4,11969.1,RUNNING
2024-01-02 10:00:00,GEN_B02,78.81,63.0,401.78,112.58,49.939,0.932,31.4,13584.7,RUNNING
2024-01-02 11:00:00,GEN_M01,88.26,70.6,400.19,126.09,49.991,0.92,29.2,10272.1,RUNNING
2024-01-02 11:00:00,GEN_M02,97.2,77.8,398.51,138.85,49.892,0.907,27.8,9590.9,RUNNING
2024-01-02 11:00:00,GEN_M03,68.02,54.4,401.51,97.17,49.966,0.965,32.8,10658.5,RUNNING
2024-01-02 11:00:00,GEN_B01,56.26,45.0,397.92,80.37,49.918,0.94,34.1,12255.3,RUNNING
2024-01-02 11:00:00,GEN_B02,105.65,84.5,401.28,150.93,50.038,0.926,30.7,9704.4,RUNNING
2024-01-02 12:00:00,GEN_M01,73.71,59.0,397.46,105.3,49.995,0.9,28.9,13621.2,RUNNING
2024-01-02 12:00:00,GEN_M02,70.21,56.2,397.64,100.31,49.951,0.939,31.3,10894.8,RUNNING
2024-01-02 12:00:00,GEN_M03,86.75,69.4,400.16,123.93,49.933,0.908,27.5,11971.2,RUNNING
2024-01-02 12:00:00,GEN_B01,84.45,67.6,400.83,120.64,50.011,0.947,29.4,8303.9,RUNNING
2024-01-02 12:00:00,GEN_B02,82.47,66.0,400.07,117.82,50.002,0.906,30.6,12276.9,RUNNING
2024-01-02 13:00:00,GEN_M01,74.62,59.7,398.96,106.6,49.964,0.938,27.0,13758.3,RUNNING
2024-01-02 13:00:00,GEN_M02,74.52,59.6,398.75,106.45,50.107,0.896,30.0,13158.1,RUNNING
2024-01-02 13:00:00,GEN_M03,84.35,67.5,399.81,120.5,50.002,0.917,29.1,12249.7,RUNNING
2024-01-02 13:00:00,GEN_B01,75.68,60.5,399.87,108.11,50.129,0.904,26.7,10997.4,RUNNING
2024-01-02 13:00:00,GEN_B02,97.64,78.1,402.44,139.49,49.981,0.916,30.6,8599.6,RUNNING
2024-01-02 14:00:00,GEN_M01,75.43,60.3,399.03,107.76,49.939,0.921,27.5,8473.3,RUNNING
2024-01-02 14:00:00,GEN_M02,73.55,58.8,397.67,105.07,50.017,0.937,30.0,11730.7,RUNNING
2024-01-02 14:00:00,GEN_M03,93.53,74.8,402.51,133.61,50.021,0.906,27.1,11936.1,RUNNING
2024-01-02 14:00:00,GEN_B01,80.69,64.6,398.62,115.27,50.008,0.892,30.6,8676.7,RUNNING
2024-01-02 14:00:00,GEN_B02,73.89,59.1,401.64,105.56,50.03,0.898,32.0,14947.4,RUNNING
2024-01-02 15:00:00,GEN_M01,78.09,62.5,400.21,111.55,50.116,0.928,31.9,8623.9,RUNNING
2024-01-02 15:00:00,GEN_M02,82.59,66.1,401.06,117.98,50.048,0.904,29.2,8613.5,RUNNING
2024-01-02 15:00:00,GEN_M03,67.94,54.4,400.76,97.05,49.945,0.877,25.8,12204.2,RUNNING
2024-01-02 15:00:00,GEN_B01,81.19,65.0,400.12,115.98,49.995,0.938,31.2,14076.4,RUNNING
2024-01-02 15:00:00,GEN_B02,78.35,62.7,401.49,111.92,49.991,0.905,28.1,9214.7,RUNNING
2024-01-02 16:00:00,GEN_M01,81.53,65.2,401.63,116.47,50.024,0.919,29.5,12243.8,RUNNING
2024-01-02 16:00:00,GEN_M02,89.43,71.5,398.03,127.75,49.947,0.914,29.5,10572.7,RUNNING
2024-01-02 16:00:00,GEN_M03,81.82,65.5,399.89,116.88,50.024,0.921,30.5,11076.6,RUNNING
2024-01-02 16:00:00,GEN_B01,61.5,49.2,400.9,87.85,50.077,0.944,27.1,9064.2,RUNNING
2024-01-02 16:00:00,GEN_B02,79.12,63.3,400.22,113.02,49.983,0.908,32.5,12845.1,RUNNING
2024-01-02 17:00:00,GEN_M01,78.23,62.6,400.0,111.75,50.022,0.944,29.8,10143.8,RUNNING
2024-01-02 17:00:00,GEN_M02,55.71,44.6,397.95,79.59,49.989,0.897,31.4,13792.8,RUNNING
2024-01-02 17:00:00,GEN_M03,63.23,50.6,396.11,90.33,49.973,0.928,28.3,11747.2,RUNNING
2024-01-02 17:00:00,GEN_B01,81.1,64.9,400.18,115.85,49.951,0.944,30.6,8686.6,RUNNING
2024-01-02 17:00:00,GEN_B02,79.66,63.7,398.67,113.81,49.991,0.954,28.6,10631.2,RUNNING
2024-01-02 18:00:00,GEN_M01,95.96,76.8,399.0,137.09,50.052,0.908,29.1,9782.7,RUNNING
2024-01-02 18:00:00,GEN_M02,99.51,79.6,399.09,142.16,50.037,0.926,33.8,12456.7,RUNNING
2024-01-02 18:00:00,GEN_M03,81.57,65.3,400.69,116.53,49.966,0.96,28.0,8291.7,RUNNING
2024-01-02 18:00:00,GEN_B01,82.62,66.1,400.28,118.02,49.933,0.901,28.8,10447.9,RUNNING
2024-01-02 18:00:00,GEN_B02,70.78,56.6,401.78,101.12,50.036,0.94,30.6,12372.6,RUNNING
2024-01-02 19:00:00,GEN_M01,50.57,40.5,399.62,72.25,50.066,0.931,28.8,12507.3,RUNNING
2024-01-02 19:00:00,GEN_M02,51.42,41.1,400.09,73.46,50.013,0.951,31.3,13682.4,RUNNING
2024-01-02 19:00:00,GEN_M03,60.06,48.0,398.74,85.8,49.948,0.881,28.8,11075.8,RUNNING
2024-01-02 19:00:00,GEN_B01,54.59,43.7,400.46,77.99,50.041,0.937,28.9,14029.6,RUNNING
2024-01-02 19:00:00,GEN_B02,51.88,41.5,400.42,74.11,49.988,0.952,29.1,13894.0,RUNNING
2024-01-02 20:00:00,GEN_M01,61.22,49.0,400.27,87.46,49.935,0.928,31.8,13724.5,RUNNING
2024-01-02 20:00:00,GEN_M02,51.36,41.1,400.03,73.38,50.015,0.954,32.0,12132.4,RUNNING
2024-01-02 20:00:00,GEN_M03,60.49,48.4,401.13,86.42,50.019,0.946,26.0,9120.5,RUNNING
2024-01-02 20:00:00,GEN_B01,61.3,49.0,398.72,87.57,49.971,0.932,29.1,11885.6,RUNNING
2024-01-02 20:00:00,GEN_B02,47.28,37.8,401.79,67.54,49.97,0.917,30.4,13326.9,RUNNING
2024-01-02 21:00:00,GEN_M01,56.36,45.1,400.97,80.51,49.994,0.928,27.9,10288.5,RUNNING
2024-01-02 21:00:00,GEN_M02,61.67,49.3,402.59,88.1,49.98,0.924,28.7,10740.7,RUNNING
2024-01-02 21:00:00,GEN_M03,63.24,50.6,401.89,90.35,49.972,0.971,26.4,12496.3,RUNNING
2024-01-02 21:00:00,GEN_B01,67.82,54.3,403.09,96.88,50.06,0.94,33.5,9888.7,RUNNING
2024-01-02 21:00:00,GEN_B02,60.69,48.6,399.99,86.71,49.991,0.911,27.8,13494.3,RUNNING
2024-01-02 22:00:00,GEN_M01,56.91,45.5,398.29,81.3,49.99,0.906,32.4,8620.2,RUNNING
2024-01-02 22:00:00,GEN_M02,42.25,33.8,400.95,60.36,49.949,0.957,32.5,12453.2,RUNNING
2024-01-02 22:00:00,GEN_M03,54.55,43.6,399.44,77.93,50.054,0.958,27.6,9291.3,RUNNING
2024-01-02 22:00:00,GEN_B01,67.82,54.3,397.35,96.89,50.016,0.917,29.8,9815.1,RUNNING
2024-01-02 22:00:00,GEN_B02,60.1,48.1,398.25,85.86,49.856,0.919,28.4,11058.0,RUNNING
