date,item_id,category,opening_stock,received_qty,consumed_qty,closing_stock,daily_usage,reorder_level,days_remaining,reorder_flag
2024-01-19,ITEM_SPARE002,Spares,1434.6,0.0,0.0,1434.6,0.0,300,999.0,0
2024-01-19,ITEM_MED001,Medical,1351.1,0.0,0.6,1350.5,0.62,100,2170.1,0
2024-01-20,ITEM_FOOD001,Food & Supplies,1181.6,2.0,43.6,1140.1,43.56,100,26.2,0
2024-01-20,ITEM_FUEL001,Energy,8277.2,0.0,397.0,7880.1,397.03,100,19.8,0
2024-01-20,ITEM_SPARE001,Spares,792.7,0.0,2.6,790.1,2.6,300,304.4,0
2024-01-20,ITEM_SPARE002,Spares,1434.6,0.0,0.0,1434.6,0.0,300,999.0,0
2024-01-20,ITEM_MED001,Medical,1350.5,0.0,0.6,1349.9,0.59,100,2271.4,0
2024-01-21,ITEM_FOOD001,Food & Supplies,1140.1,22.0,49.1,1113.1,49.06,100,22.7,0
2024-01-21,ITEM_FUEL001,Energy,7880.1,0.0,502.2,7377.9,502.21,100,14.7,0
2024-01-21,ITEM_SPARE001,Spares,790.1,0.0,2.0,788.1,2.04,300,386.3,0
2024-01-21,ITEM_SPARE002,Spares,1434.6,0.0,0.0,1434.6,0.0,300,999.0,0
2024-01-21,ITEM_MED001,Medical,1349.9,0.0,0.9,1349.0,0.92,100,1468.9,0
2024-01-22,ITEM_FOOD001,Food & Supplies,1113.1,30.6,47.3,1096.3,47.34,100,23.2,0
2024-01-22,ITEM_FUEL001,Energy,7377.9,0.0,446.1,6931.8,446.14,100,15.5,0
2024-01-22,ITEM_SPARE001,Spares,788.1,0.0,0.0,788.1,0.0,300,999.0,0
2024-01-22,ITEM_SPARE002,Spares,1434.6,0.0,0.0,1434.6,0.0,300,999.0,0
2024-01-22,ITEM_MED001,Medical,1349.0,0.0,0.8,1348.2,0.77,100,1761.9,0
2024-01-23,ITEM_FOOD001,Food & Supplies,1096.3,2.0,45.5,1052.8,45.52,100,23.1,0
2024-01-23,ITEM_FUEL001,Energy,6931.8,0.0,509.5,6422.3,509.5,100,12.6,0
2024-01-23,ITEM_SPARE001,Spares,788.1,0.0,4.2,783.8,4.23,300,185.2,0
2024-01-23,ITEM_SPARE002,Spares,1434.6,38.2,0.0,1472.7,0.0,300,999.0,0
2024-01-23,ITEM_MED001,Medical,1348.2,0.0,-0.2,1348.4,-0.19,100,999.0,0
2024-01-24,ITEM_FOOD001,Food & Supplies,1052.8,14.8,51.8,1015.8,51.8,100,19.6,0
2024-01-24,ITEM_FUEL001,Energy,6422.3,0.0,458.9,5963.4,458.89,100,13.0,0
2024-01-24,ITEM_SPARE001,Spares,783.8,0.0,0.0,783.8,0.0,300,999.0,0
2024-01-24,ITEM_SPARE002,Spares,1472.7,0.0,2.5,1470.2,2.52,300,582.7,0
2024-01-24,ITEM_MED001,Medical,1348.4,0.0,0.4,1348.0,0.38,100,3510.0,0
2024-01-25,ITEM_FOOD001,Food & Supplies,1015.8,18.4,51.9,982.3,51.91,100,18.9,0
2024-01-25,ITEM_FUEL001,Energy,5963.4,0.0,477.1,5486.3,477.08,100,11.5,0
2024-01-25,ITEM_SPARE001,Spares,783.8,0.0,0.0,783.8,0.0,300,999.0,0
2024-01-25,ITEM_SPARE002,Spares,1470.2,0.0,0.9,1469.3,0.88,300,1663.5,0
2024-01-25,ITEM_MED001,Medical,1348.0,0.0,0.9,1347.2,0.85,100,1576.4,0
2024-01-26,ITEM_FOOD001,Food & Supplies,982.3,18.2,51.6,948.8,51.63,100,18.4,0
2024-01-26,ITEM_FUEL001,Energy,5486.3,0.0,469.5,5016.9,469.46,100,10.7,0
2024-01-26,ITEM_SPARE001,Spares,783.8,0.0,0.0,783.8,0.0,300,999.0,0
2024-01-26,ITEM_SPARE002,Spares,1469.3,0.0,0.0,1469.3,0.0,300,999.0,0
2024-01-26,ITEM_MED001,Medical,1347.2,0.0,0.9,1346.3,0.89,100,1521.2,0
2024-01-27,ITEM_FOOD001,Food & Supplies,948.8,20.0,43.3,925.5,43.35,100,21.4,0
2024-01-27,ITEM_FUEL001,Energy,5016.9,0.0,412.1,4604.7,412.13,100,11.2,0
2024-01-27,ITEM_SPARE001,Spares,783.8,0.0,0.0,783.8,0.0,300,999.0,0
2024-01-27,ITEM_SPARE002,Spares,1469.3,0.0,0.0,1469.3,0.0,300,999.0,0
2024-01-27,ITEM_MED001,Medical,1346.3,0.0,1.7,1344.6,1.69,100,795.5,0
2024-01-28,ITEM_FOOD001,Food & Supplies,925.5,12.8,47.9,890.4,47.94,100,18.6,0
2024-01-28,ITEM_FUEL001,Energy,4604.7,25000.0,329.5,10000.0,329.48,100,30.4,0
2024-01-28,ITEM_SPARE001,Spares,783.8,0.0,0.0,783.8,0.0,300,999.0,0
2024-01-28,ITEM_SPARE002,Spares,1469.3,0.0,0.0,1469.3,0.0,300,999.0,0
2024-01-28,ITEM_MED001,Medical,1344.6,0.0,-0.1,1344.7,-0.12,100,999.0,0
2024-01-29,ITEM_FOOD001,Food & Supplies,890.4,15.2,48.3,857.3,48.3,100,17.7,0
2024-01-29,ITEM_FUEL001,Energy,10000.0,0.0,428.0,9572.0,427.98,100,22.4,0
2024-01-29,ITEM_SPARE001,Spares,783.8,0.0,0.0,783.8,0.0,300,999.0,0
2024-01-29,ITEM_SPARE002,Spares,1469.3,0.0,3.1,1466.3,3.05,300,480.4,0
2024-01-29,ITEM_MED001,Medical,1344.7,0.0,1.2,1343.5,1.21,100,1109.6,0
2024-01-30,ITEM_FOOD001,Food & Supplies,857.3,21.9,43.5,835.7,43.54,100,19.2,0
2024-01-30,ITEM_FUEL001,Energy,9572.0,0.0,414.7,9157.4,414.66,100,22.1,0
2024-01-30,ITEM_SPARE001,Spares,783.8,0.0,0.0,783.8,0.0,300,999.0,0
2024-01-30,ITEM_SPARE002,Spares,1466.3,0.0,2.8,1463.5,2.79,300,524.8,0
2024-01-30,ITEM_MED001,Medical,1343.5,0.0,1.2,1342.3,1.18,100,1134.1,0
2024-01-31,ITEM_FOOD001,Food & Supplies,835.7,36.7,40.6,831.8,40.63,100,20.5,0
2024-01-31,ITEM_FUEL001,Energy,9157.4,0.0,414.6,8742.7,414.63,100,21.1,0
2024-01-31,ITEM_SPARE001,Spares,783.8,0.0,0.9,782.9,0.94,300,831.5,0
2024-01-31,ITEM_SPARE002,Spares,1463.5,0.0,0.0,1463.5,0.0,300,999.0,0
2024-01-31,ITEM_MED001,Medical,1342.3,0.0,1.4,1341.0,1.36,100,984.9,0
2024-02-01,ITEM_FOOD001,Food & Supplies,831.8,11.4,42.0,801.2,41.99,100,19.1,0
2024-02-01,ITEM_FUEL001,Energy,8742.7,25000.0,421.1,10000.0,421.14,100,23.7,0
2024-02-01,ITEM_SPARE001,Spares,782.9,70.1,0.0,853.0,0.0,300,999.0,0
2024-02-01,ITEM_SPARE002,Spares,1463.5,0.0,0.0,1463.5,0.0,300,999.0,0
2024-02-01,ITEM_MED001,Medical,1341.0,0.0,1.7,1339.3,1.66,100,807.7,0
2024-02-02,ITEM_FOOD001,Food & Supplies,801.2,18.1,51.9,767.4,51.94,100,14.8,0
2024-02-02,ITEM_FUEL001,Energy,10000.0,0.0,471.2,9528.8,471.2,100,20.2,0
2024-02-02,ITEM_SPARE001,Spares,853.0,0.0,0.0,853.0,0.0,300,999.0,0
2024-02-02,ITEM_SPARE002,Spares,1463.5,0.0,2.3,1461.2,2.29,300,637.1,0
2024-02-02,ITEM_MED001,Medical,1339.3,0.0,1.9,1337.4,1.91,100,701.9,0
2024-02-03,ITEM_FOOD001,Food & Supplies,767.4,11.8,47.9,731.2,47.95,100,15.2,0
2024-02-03,ITEM_FUEL001,Energy,9528.8,0.0,530.0,8998.8,529.98,100,17.0,0
2024-02-03,ITEM_SPARE001,Spares,853.0,0.0,0.0,853.0,0.0,300,999.0,0
2024-02-03,ITEM_SPARE002,Spares,1461.2,0.0,0.0,1461.2,0.0,300,999.0,0
2024-02-03,ITEM_MED001,Medical,1337.4,0.0,0.9,1336.5,0.91,100,1468.8,0
2024-02-04,ITEM_FOOD001,Food & Supplies,731.2,5.8,46.0,691.0,45.97,100,15.0,0
2024-02-04,ITEM_FUEL001,Energy,8998.8,0.0,545.8,8453.0,545.83,100,15.5,0
2024-02-04,ITEM_SPARE001,Spares,853.0,0.0,0.0,853.0,0.0,300,999.0,0
2024-02-04,ITEM_SPARE002,Spares,1461.2,0.0,0.0,1461.2,0.0,300,999.0,0
2024-02-04,ITEM_MED001,Medical,1336.5,0.0,0.9,1335.6,0.91,100,1475.8,0
2024-02-05,ITEM_FOOD001,Food & Supplies,691.0,9.2,55.5,644.8,55.49,100,11.6,0
2024-02-05,ITEM_FUEL001,Energy,8453.0,0.0,429.3,8023.7,429.33,100,18.7,0
2024-02-05,ITEM_SPARE001,Spares,853.0,0.0,0.0,853.0,0.0,300,999.0,0
2024-02-05,ITEM_SPARE002,Spares,1461.2,0.0,0.0,1461.2,0.0,300,999.0,0
2024-02-05,ITEM_MED001,Medical,1335.6,0.0,0.8,1334.8,0.78,100,1714.7,0
2024-02-06,ITEM_FOOD001,Food & Supplies,644.8,46.0,43.8,646.9,43.85,100,14.8,0
2024-02-06,ITEM_FUEL001,Energy,8023.7,0.0,413.4,7610.3,413.36,100,18.4,0
2024-02-06,ITEM_SPARE001,Spares,853.0,0.0,0.0,853.0,0.0,300,999.0,0
2024-02-06,ITEM_SPARE002,Spares,1461.2,0.0,1.0,1460.2,0.98,300,1488.7,0
2024-02-06,ITEM_MED001,Medical,1334.8,0.0,1.9,1332.9,1.86,100,717.5,0
2024-02-07,ITEM_FOOD001,Food & Supplies,646.9,14.1,37.7,623.3,37.72,100,16.5,0
2024-02-07,ITEM_FUEL001,Energy,7610.3,0.0,433.9,7176.4,433.86,100,16.5,0
2024-02-07,ITEM_SPARE001,Spares,853.0,0.0,2.5,850.5,2.49,300,341.3,0
2024-02-07,ITEM_SPARE002,Spares,1460.2,0.0,0.0,1460.2,0.0,300,999.0,0
2024-02-07,ITEM_MED001,Medical,1332.9,0.0,2.0,1331.0,1.96,100,678.9,0
2024-02-08,ITEM_FOOD001,Food & Supplies,623.3,34.1,40.3,617.0,40.31,100,15.3,0
2024-02-08,ITEM_FUEL001,Energy,7176.4,0.0,439.9,6736.5,439.89,100,15.3,0
2024-02-08,ITEM_SPARE001,Spares,850.5,0.0,0.0,850.5,0.0,300,999.0,0
2024-02-08,ITEM_SPARE002,Spares,1460.2,0.0,2.2,1458.0,2.21,300,659.7,0
2024-02-08,ITEM_MED001,Medical,1331.0,0.0,1.8,1329.2,1.78,100,744.7,0
2024-02-09,ITEM_FOOD001,Food & Supplies,617.0,11.0,44.7,583.3,44.68,100,13.1,0
2024-02-09,ITEM_FUEL001,Energy,6736.5,0.0,396.6,6339.9,396.64,100,16.0,0
2024-02-09,ITEM_SPARE001,Spares,850.5,0.0,0.0,850.5,0.0,300,999.0,0
2024-02-09,ITEM_SPARE002,Spares,1458.0,0.0,-0.4,1458.4,-0.42,300,999.0,0
2024-02-09,ITEM_MED001,Medical,1329.2,0.0,0.5,1328.6,0.55,100,2418.9,0
2024-02-10,ITEM_FOOD001,Food & Supplies,583.3,27.5,39.3,571.5,39.34,100,14.5,0
2024-02-10,ITEM_FUEL001,Energy,6339.9,0.0,410.2,5929.7,410.19,100,14.5,0
2024-02-10,ITEM_SPARE001,Spares,850.5,0.0,4.2,846.3,4.23,300,200.1,0
2024-02-10,ITEM_SPARE002,Spares,1458.4,0.0,0.0,1458.4,0.0,300,999.0,0
2024-02-10,ITEM_MED001,Medical,1328.6,0.0,0.3,1328.3,0.33,100,4050.0,0
2024-02-11,ITEM_FOOD001,Food & Supplies,571.5,25.8,42.6,554.7,42.57,100,13.0,0
2024-02-11,ITEM_FUEL001,Energy,5929.7,0.0,483.5,5446.2,483.5,100,11.3,0
2024-02-11,ITEM_SPARE001,Spares,846.3,0.0,2.0,844.2,2.04,300,412.8,0
2024-02-11,ITEM_SPARE002,Spares,1458.4,0.0,0.0,1458.4,0.0,300,999.0,0
2024-02-11,ITEM_MED001,Medical,1328.3,0.0,1.5,1326.8,1.47,100,901.6,0
2024-02-12,ITEM_FOOD001,Food & Supplies,554.7,35.2,51.3,538.5,51.34,100,10.5,0
2024-02-12,ITEM_FUEL001,Energy,5446.2,0.0,457.6,4988.6,457.63,100,10.9,0
2024-02-12,ITEM_SPARE001,Spares,844.2,0.0,0.0,844.2,0.0,300,999.0,0
2024-02-12,ITEM_SPARE002,Spares,1458.4,0.0,0.0,1458.4,0.0,300,999.0,0
2024-02-12,ITEM_MED001,Medical,1326.8,0.0,1.0,1325.8,1.05,100,1262.8,0
2024-02-13,ITEM_FOOD001,Food & Supplies,538.5,24.1,49.7,513.0,49.68,100,10.3,0
2024-02-13,ITEM_FUEL001,Energy,4988.6,0.0,443.4,4545.1,443.44,100,10.2,0
2024-02-13,ITEM_SPARE001,Spares,844.2,0.0,2.8,841.4,2.85,300,295.3,0
2024-02-13,ITEM_SPARE002,Spares,1458.4,0.0,0.0,1458.4,0.0,300,999.0,0
2024-02-13,ITEM_MED001,Medical,1325.8,0.0,1.1,1324.7,1.12,100,1182.9,0
2024-02-14,ITEM_FOOD001,Food & Supplies,513.0,15.5,43.6,484.9,43.61,100,11.1,0
2024-02-14,ITEM_FUEL001,Energy,4545.1,0.0,376.2,4168.9,376.23,100,11.1,0
2024-02-14,ITEM_SPARE001,Spares,841.4,0.0,2.2,839.2,2.16,300,388.0,0
2024-02-14,ITEM_SPARE002,Spares,1458.4,0.0,0.0,1458.4,0.0,300,999.0,0
2024-02-14,ITEM_MED001,Medical,1324.7,0.0,0.8,1323.9,0.8,100,1654.6,0
2024-02-15,ITEM_FOOD001,Food & Supplies,484.9,29.0,44.9,469.0,44.94,100,10.4,0
2024-02-15,ITEM_FUEL001,Energy,4168.9,25000.0,382.0,10000.0,382.05,100,26.2,0
2024-02-15,ITEM_SPARE001,Spares,839.2,0.0,1.9,837.3,1.92,300,435.8,0
2024-02-15,ITEM_SPARE002,Spares,1458.4,0.0,1.6,1456.8,1.59,300,918.9,0
2024-02-15,ITEM_MED001,Medical,1323.9,0.0,-0.2,1324.1,-0.21,100,999.0,0
2024-02-16,ITEM_FOOD001,Food & Supplies,469.0,41.7,35.7,475.1,35.65,100,13.3,0
2024-02-16,ITEM_FUEL001,Energy,10000.0,0.0,487.6,9512.4,487.61,100,19.5,0
2024-02-16,ITEM_SPARE001,Spares,837.3,56.8,0.0,894.1,0.0,300,999.0,0
2024-02-16,ITEM_SPARE002,Spares,1456.8,0.0,-0.2,1457.0,-0.2,300,999.0,0
2024-02-16,ITEM_MED001,Medical,1324.1,0.0,0.6,1323.5,0.59,100,2237.3,0
2024-02-17,ITEM_FOOD001,Food & Supplies,475.1,19.3,50.2,444.2,50.16,100,8.9,0
2024-02-17,ITEM_FUEL001,Energy,9512.4,0.0,438.4,9074.0,438.41,100,20.7,0
2024-02-17,ITEM_SPARE001,Spares,894.1,0.0,2.3,891.8,2.28,300,392.0,0
2024-02-17,ITEM_SPARE002,Spares,1457.0,0.0,0.0,1457.0,0.0,300,999.0,0
2024-02-17,ITEM_MED001,Medical,1323.5,0.0,0.2,1323.3,0.16,100,8296.4,0
2024-02-18,ITEM_FOOD001,Food & Supplies,444.2,16.0,38.8,421.4,38.79,100,10.9,0
2024-02-18,ITEM_FUEL001,Energy,9074.0,0.0,468.9,8605.0,468.94,100,18.3,0
2024-02-18,ITEM_SPARE001,Spares,891.8,0.0,0.0,891.8,0.0,300,999.0,0
2024-02-18,ITEM_SPARE002,Spares,1457.0,0.0,0.0,1457.0,0.0,300,999.0,0
2024-02-18,ITEM_MED001,Medical,1323.3,0.0,0.7,1322.6,0.74,100,1780.2,0
2024-02-19,ITEM_FOOD001,Food & Supplies,421.4,15.6,44.4,392.7,44.38,100,8.8,0
2024-02-19,ITEM_FUEL001,Energy,8605.0,0.0,342.6,8262.4,342.62,100,24.1,0
2024-02-19,ITEM_SPARE001,Spares,891.8,64.6,0.0,956.4,0.0,300,999.0,0
2024-02-19,ITEM_SPARE002,Spares,1457.0,0.0,0.0,1457.0,0.0,300,999.0,0
2024-02-19,ITEM_MED001,Medical,1322.6,0.0,0.8,1321.8,0.82,100,1620.0,0
2024-02-20,ITEM_FOOD001,Food & Supplies,392.7,25.8,36.5,382.0,36.53,100,10.5,0
2024-02-20,ITEM_FUEL001,Energy,8262.4,0.0,453.2,7809.2,453.23,100,17.2,0
2024-02-20,ITEM_SPARE001,Spares,956.4,0.0,2.0,954.4,2.02,300,472.7,0
2024-02-20,ITEM_SPARE002,Spares,1457.0,0.0,1.8,1455.2,1.82,300,799.2,0
2024-02-20,ITEM_MED001,Medical,1321.8,0.0,0.6,1321.2,0.55,100,2384.9,0
2024-02-21,ITEM_FOOD001,Food & Supplies,382.0,38.1,46.9,373.2,46.92,100,8.0,0
2024-02-21,ITEM_FUEL001,Energy,7809.2,0.0,497.7,7311.5,497.73,100,14.7,0
2024-02-21,ITEM_SPARE001,Spares,954.4,0.0,1.8,952.6,1.82,300,523.2,0
2024-02-21,ITEM_SPARE002,Spares,1455.2,0.0,0.0,1455.2,0.0,300,999.0,0
2024-02-21,ITEM_MED001,Medical,1321.2,0.0,-0.3,1321.5,-0.31,100,999.0,0
2024-02-22,ITEM_FOOD001,Food & Supplies,373.2,20.6,39.2,354.6,39.19,100,9.0,0
2024-02-22,ITEM_FUEL001,Energy,7311.5,0.0,385.0,6926.5,384.97,100,18.0,0
2024-02-22,ITEM_SPARE001,Spares,952.6,0.0,0.0,952.6,0.0,300,999.0,0
2024-02-22,ITEM_SPARE002,Spares,1455.2,0.0,2.9,1452.3,2.93,300,495.3,0
2024-02-22,ITEM_MED001,Medical,1321.5,0.0,-0.3,1321.8,-0.27,100,999.0,0
2024-02-23,ITEM_FOOD001,Food & Supplies,354.6,9.1,44.0,319.6,44.01,100,7.3,0
