timestamp,zone_id,indoor_temp_c,indoor_humidity_pct,outdoor_temp_c,co2_ppm,airflow_m3h,heating_load_kw,fan_speed_pct,ahu_status
2024-01-01 05:00:00,ZONE_M01,16.1,37.0,-10.3,482.0,770.0,15.0,90.0,RUNNING
2024-01-01 05:00:00,ZONE_M02,16.3,43.5,-10.5,455.0,770.0,15.0,90.0,RUNNING
2024-01-01 05:00:00,ZONE_M03,16.2,41.9,-9.6,503.0,770.0,15.0,90.0,RUNNING
2024-01-01 05:00:00,ZONE_B01,16.2,39.2,-8.7,559.0,770.0,15.0,90.0,RUNNING
2024-01-01 05:00:00,ZONE_B02,16.0,44.0,-5.1,530.0,770.0,15.0,90.0,RUNNING
2024-01-01 06:00:00,ZONE_M01,20.0,60.0,-7.4,859.0,770.0,15.0,90.0,RUNNING
2024-01-01 06:00:00,ZONE_M02,20.2,60.0,-9.8,778.0,770.0,15.0,90.0,RUNNING
2024-01-01 06:00:00,ZONE_M03,20.4,60.0,-10.4,815.0,770.0,15.0,90.0,RUNNING
2024-01-01 06:00:00,ZONE_B01,20.3,60.0,-11.3,783.0,770.0,15.0,90.0,RUNNING
2024-01-01 06:00:00,ZONE_B02,19.2,48.8,-9.6,625.0,770.0,15.0,90.0,RUNNING
2024-01-01 07:00:00,ZONE_M01,19.5,56.1,-12.8,753.0,770.0,15.0,90.0,RUNNING
2024-01-01 07:00:00,ZONE_M02,19.0,56.5,-8.0,836.0,770.0,15.0,90.0,RUNNING
2024-01-01 07:00:00,ZONE_M03,19.8,57.4,-6.1,706.0,770.0,15.0,90.0,RUNNING
2024-01-01 07:00:00,ZONE_B01,20.3,58.6,-8.5,763.0,770.0,15.0,90.0,RUNNING
2024-01-01 07:00:00,ZONE_B02,20.4,60.0,-12.5,875.0,770.0,15.0,90.0,RUNNING
2024-01-01 08:00:00,ZONE_M01,19.3,55.6,-10.4,671.0,770.0,15.0,90.0,RUNNING
2024-01-01 08:00:00,ZONE_M02,20.0,60.0,-8.3,821.0,770.0,15.0,90.0,RUNNING
2024-01-01 08:00:00,ZONE_M03,20.3,46.8,-10.9,606.0,770.0,15.0,90.0,RUNNING
2024-01-01 08:00:00,ZONE_B01,20.0,55.5,-12.3,741.0,770.0,15.0,90.0,RUNNING
2024-01-01 08:00:00,ZONE_B02,19.9,60.0,-10.9,792.0,770.0,15.0,90.0,RUNNING
2024-01-01 09:00:00,ZONE_M01,19.7,60.0,-10.9,842.0,770.0,15.0,90.0,RUNNING
2024-01-01 09:00:00,ZONE_M02,20.5,56.8,-12.3,801.0,770.0,15.0,90.0,RUNNING
2024-01-01 09:00:00,ZONE_M03,20.1,53.7,-7.7,679.0,770.0,15.0,90.0,RUNNING
2024-01-01 09:00:00,ZONE_B01,19.8,49.8,-10.4,578.0,770.0,15.0,90.0,RUNNING
2024-01-01 09:00:00,ZONE_B02,20.2,56.5,-11.5,684.0,770.0,15.0,90.0,RUNNING
2024-01-01 10:00:00,ZONE_M01,19.9,51.6,-10.3,717.0,770.0,15.0,90.0,RUNNING
2024-01-01 10:00:00,ZONE_M02,20.3,53.4,-11.9,652.0,770.0,15.0,90.0,RUNNING
2024-01-01 10:00:00,ZONE_M03,20.3,60.0,-8.4,911.0,770.0,15.0,90.0,RUNNING
2024-01-01 10:00:00,ZONE_B01,20.8,60.0,-6.9,813.0,770.0,15.0,90.0,RUNNING
2024-01-01 10:00:00,ZONE_B02,19.3,47.2,-9.0,668.0,770.0,15.0,90.0,RUNNING
2024-01-01 11:00:00,ZONE_M01,19.5,59.4,-7.5,787.0,770.0,15.0,90.0,RUNNING
2024-01-01 11:00:00,ZONE_M02,19.9,60.0,-13.8,753.0,770.0,15.0,90.0,RUNNING
2024-01-01 11:00:00,ZONE_M03,20.5,47.2,-11.2,592.0,770.0,15.0,90.0,RUNNING
2024-01-01 11:00:00,ZONE_B01,20.3,60.0,-12.6,846.0,770.0,15.0,90.0,RUNNING
2024-01-01 11:00:00,ZONE_B02,20.2,60.0,-12.4,834.0,770.0,15.0,90.0,RUNNING
2024-01-01 12:00:00,ZONE_M01,20.5,55.5,-8.4,786.0,770.0,15.0,90.0,RUNNING
2024-01-01 12:00:00,ZONE_M02,20.3,52.9,-10.7,660.0,770.0,15.0,90.0,RUNNING
2024-01-01 12:00:00,ZONE_M03,21.0,60.0,-10.0,862.0,770.0,15.0,90.0,RUNNING
2024-01-01 12:00:00,ZONE_B01,20.2,59.4,-11.9,734.0,770.0,15.0,90.0,RUNNING
2024-01-01 12:00:00,ZONE_B02,19.7,60.0,-10.1,788.0,770.0,15.0,90.0,RUNNING
2024-01-01 13:00:00,ZONE_M01,19.9,47.3,-8.7,607.0,770.0,15.0,90.0,RUNNING
2024-01-01 13:00:00,ZONE_M02,20.5,57.5,-8.2,711.0,770.0,15.0,90.0,RUNNING
2024-01-01 13:00:00,ZONE_M03,20.5,60.0,-11.4,807.0,770.0,15.0,90.0,RUNNING
2024-01-01 13:00:00,ZONE_B01,20.2,60.0,-9.0,886.0,770.0,15.0,90.0,RUNNING
2024-01-01 13:00:00,ZONE_B02,20.1,52.0,-8.5,673.0,770.0,15.0,90.0,RUNNING
2024-01-01 14:00:00,ZONE_M01,19.4,54.6,-6.8,682.0,770.0,15.0,90.0,RUNNING
2024-01-01 14:00:00,ZONE_M02,20.3,54.2,-10.6,751.0,770.0,15.0,90.0,RUNNING
2024-01-01 14:00:00,ZONE_M03,19.9,53.4,-12.6,602.0,770.0,15.0,90.0,RUNNING
2024-01-01 14:00:00,ZONE_B01,19.7,55.2,-9.8,724.0,770.0,15.0,90.0,RUNNING
2024-01-01 14:00:00,ZONE_B02,19.7,60.0,-7.7,907.0,770.0,15.0,90.0,RUNNING
2024-01-01 15:00:00,ZONE_M01,19.8,60.0,-9.3,909.0,770.0,15.0,90.0,RUNNING
2024-01-01 15:00:00,ZONE_M02,20.3,60.0,-13.1,828.0,770.0,15.0,90.0,RUNNING
2024-01-01 15:00:00,ZONE_M03,20.2,60.0,-9.4,848.0,770.0,15.0,90.0,RUNNING
2024-01-01 15:00:00,ZONE_B01,20.0,58.5,-12.5,775.0,770.0,15.0,90.0,RUNNING
2024-01-01 15:00:00,ZONE_B02,20.1,60.0,-11.5,862.0,770.0,15.0,90.0,RUNNING
2024-01-01 16:00:00,ZONE_M01,20.5,47.8,-10.0,696.0,770.0,15.0,90.0,RUNNING
2024-01-01 16:00:00,ZONE_M02,19.4,52.9,-13.5,679.0,770.0,15.0,90.0,RUNNING
2024-01-01 16:00:00,ZONE_M03,20.1,53.2,-8.6,718.0,770.0,15.0,90.0,RUNNING
2024-01-01 16:00:00,ZONE_B01,19.4,57.9,-8.4,764.0,770.0,15.0,90.0,RUNNING
2024-01-01 16:00:00,ZONE_B02,21.1,60.0,-6.4,844.0,770.0,15.0,90.0,RUNNING
2024-01-01 17:00:00,ZONE_M01,19.5,60.0,-8.7,869.0,770.0,15.0,90.0,RUNNING
2024-01-01 17:00:00,ZONE_M02,20.1,60.0,-6.8,834.0,770.0,15.0,90.0,RUNNING
2024-01-01 17:00:00,ZONE_M03,19.6,55.3,-9.5,747.0,770.0,15.0,90.0,RUNNING
2024-01-01 17:00:00,ZONE_B01,20.5,60.0,-10.5,871.0,770.0,15.0,90.0,RUNNING
2024-01-01 17:00:00,ZONE_B02,20.1,60.0,-8.3,845.0,770.0,15.0,90.0,RUNNING
2024-01-01 18:00:00,ZONE_M01,20.1,60.0,-12.0,867.0,770.0,15.0,90.0,RUNNING
2024-01-01 18:00:00,ZONE_M02,20.0,52.3,-14.5,716.0,770.0,15.0,90.0,RUNNING
2024-01-01 18:00:00,ZONE_M03,20.3,58.3,-12.6,739.0,770.0,15.0,90.0,RUNNING
2024-01-01 18:00:00,ZONE_B01,19.9,51.8,-10.5,639.0,770.0,15.0,90.0,RUNNING
2024-01-01 18:00:00,ZONE_B02,20.8,59.6,-11.8,694.0,770.0,15.0,90.0,RUNNING
2024-01-01 19:00:00,ZONE_M01,19.4,54.9,-11.5,747.0,770.0,15.0,90.0,RUNNING
2024-01-01 19:00:00,ZONE_M02,19.3,60.0,-8.1,856.0,770.0,15.0,90.0,RUNNING
2024-01-01 19:00:00,ZONE_M03,21.1,60.0,-11.4,880.0,770.0,15.0,90.0,RUNNING
2024-01-01 19:00:00,ZONE_B01,20.1,60.0,-12.5,702.0,770.0,15.0,90.0,RUNNING
2024-01-01 19:00:00,ZONE_B02,20.5,49.4,-6.8,633.0,770.0,15.0,90.0,RUNNING
2024-01-01 20:00:00,ZONE_M01,19.6,60.0,-10.0,755.0,770.0,15.0,90.0,RUNNING
2024-01-01 20:00:00,ZONE_M02,20.4,52.7,-7.1,723.0,770.0,15.0,90.0,RUNNING
2024-01-01 20:00:00,ZONE_M03,19.2,57.6,-11.2,750.0,770.0,15.0,90.0,RUNNING
2024-01-01 20:00:00,ZONE_B01,19.6,60.0,-8.1,808.0,770.0,15.0,90.0,RUNNING
2024-01-01 20:00:00,ZONE_B02,21.1,56.6,-8.2,729.0,770.0,15.0,90.0,RUNNING
2024-01-01 21:00:00,ZONE_M01,19.8,54.5,-11.0,705.0,770.0,15.0,90.0,RUNNING
2024-01-01 21:00:00,ZONE_M02,20.4,60.0,-12.5,943.0,770.0,15.0,90.0,RUNNING
2024-01-01 21:00:00,ZONE_M03,20.2,60.0,-12.8,840.0,770.0,15.0,90.0,RUNNING
2024-01-01 21:00:00,ZONE_B01,20.5,60.0,-12.5,849.0,770.0,15.0,90.0,RUNNING
2024-01-01 21:00:00,ZONE_B02,19.9,60.0,-8.1,883.0,770.0,15.0,90.0,RUNNING
2024-01-01 22:00:00,ZONE_M01,19.6,55.6,-11.7,699.0,770.0,15.0,90.0,RUNNING
2024-01-01 22:00:00,ZONE_M02,20.0,60.0,-9.7,844.0,770.0,15.0,90.0,RUNNING
2024-01-01 22:00:00,ZONE_M03,20.5,59.5,-10.4,757.0,770.0,15.0,90.0,RUNNING
2024-01-01 22:00:00,ZONE_B01,20.3,54.8,-8.4,684.0,770.0,15.0,90.0,RUNNING
2024-01-01 22:00:00,ZONE_B02,21.3,60.0,-8.5,776.0,770.0,15.0,90.0,RUNNING
2024-01-01 23:00:00,ZONE_M01,15.8,37.7,-10.3,475.0,770.0,15.0,90.0,RUNNING
2024-01-01 23:00:00,ZONE_M02,15.4,36.6,-13.4,400.0,770.0,15.0,90.0,RUNNING
2024-01-01 23:00:00,ZONE_M03,16.1,39.7,-11.3,526.0,770.0,15.0,90.0,RUNNING
2024-01-01 23:00:00,ZONE_B01,15.7,40.8,-7.7,460.0,770.0,15.0,90.0,RUNNING
2024-01-01 23:00:00,ZONE_B02,15.7,38.0,-12.4,440.0,770.0,15.0,90.0,RUNNING
2024-01-02 00:00:00,ZONE_M01,15.8,41.0,-9.0,482.0,770.0,15.0,90.0,RUNNING
2024-01-02 00:00:00,ZONE_M02,15.3,37.5,-13.4,456.0,770.0,15.0,90.0,RUNNING
2024-01-02 00:00:00,ZONE_M03,16.5,46.7,-12.5,503.0,770.0,15.0,90.0,RUNNING
2024-01-02 00:00:00,ZONE_B01,15.4,35.4,-8.2,455.0,770.0,15.0,90.0,RUNNING
2024-01-02 00:00:00,ZONE_B02,15.7,41.2,-10.8,491.0,770.0,15.0,90.0,RUNNING
2024-01-02 01:00:00,ZONE_M01,15.5,38.8,-13.2,490.0,770.0,15.0,90.0,RUNNING
2024-01-02 01:00:00,ZONE_M02,16.5,39.9,-11.9,495.0,770.0,15.0,90.0,RUNNING
2024-01-02 01:00:00,ZONE_M03,16.0,35.4,-7.1,465.0,770.0,15.0,90.0,RUNNING
2024-01-02 01:00:00,ZONE_B01,16.3,40.0,-14.7,492.0,770.0,15.0,90.0,RUNNING
2024-01-02 01:00:00,ZONE_B02,16.5,44.6,-12.7,481.0,770.0,15.0,90.0,RUNNING
2024-01-02 02:00:00,ZONE_M01,16.6,35.2,-12.4,419.0,770.0,15.0,90.0,RUNNING
2024-01-02 02:00:00,ZONE_M02,17.4,44.7,-15.0,461.0,770.0,15.0,90.0,RUNNING
2024-01-02 02:00:00,ZONE_M03,16.8,39.6,-7.8,474.0,770.0,15.0,90.0,RUNNING
2024-01-02 02:00:00,ZONE_B01,17.5,44.1,-11.6,479.0,770.0,15.0,90.0,RUNNING
2024-01-02 02:00:00,ZONE_B02,16.0,37.3,-14.8,463.0,770.0,15.0,90.0,RUNNING
2024-01-02 03:00:00,ZONE_M01,15.1,42.7,-10.9,528.0,770.0,15.0,90.0,RUNNING
2024-01-02 03:00:00,ZONE_M02,16.6,36.8,-15.6,439.0,770.0,15.0,90.0,RUNNING
2024-01-02 03:00:00,ZONE_M03,16.0,41.3,-12.2,421.0,770.0,15.0,90.0,RUNNING
2024-01-02 03:00:00,ZONE_B01,16.5,43.2,-10.6,509.0,770.0,15.0,90.0,RUNNING
2024-01-02 03:00:00,ZONE_B02,15.9,39.3,-13.2,478.0,770.0,15.0,90.0,RUNNING
2024-01-02 04:00:00,ZONE_M01,15.0,34.9,-8.1,404.0,770.0,15.0,90.0,RUNNING
2024-01-02 04:00:00,ZONE_M02,16.4,36.9,-8.9,442.0,770.0,15.0,90.0,RUNNING
2024-01-02 04:00:00,ZONE_M03,16.0,40.0,-7.9,470.0,770.0,15.0,90.0,RUNNING
2024-01-02 04:00:00,ZONE_B01,16.8,42.2,-11.4,458.0,770.0,15.0,90.0,RUNNING
2024-01-02 04:00:00,ZONE_B02,16.7,43.0,-10.2,483.0,770.0,15.0,90.0,RUNNING
2024-01-02 05:00:00,ZONE_M01,16.1,47.4,-10.3,472.0,770.0,15.0,90.0,RUNNING
2024-01-02 05:00:00,ZONE_M02,16.6,40.9,-15.0,468.0,770.0,15.0,90.0,RUNNING
2024-01-02 05:00:00,ZONE_M03,16.0,38.3,-9.4,459.0,770.0,15.0,90.0,RUNNING
2024-01-02 05:00:00,ZONE_B01,16.7,36.5,-11.1,494.0,770.0,15.0,90.0,RUNNING
2024-01-02 05:00:00,ZONE_B02,15.6,39.5,-9.4,509.0,770.0,15.0,90.0,RUNNING
2024-01-02 06:00:00,ZONE_M01,19.8,58.5,-10.1,728.0,770.0,15.0,90.0,RUNNING
2024-01-02 06:00:00,ZONE_M02,19.8,56.9,-8.5,671.0,770.0,15.0,90.0,RUNNING
2024-01-02 06:00:00,ZONE_M03,20.1,60.0,-13.3,894.0,770.0,15.0,90.0,RUNNING
2024-01-02 06:00:00,ZONE_B01,19.6,55.8,-11.6,710.0,770.0,15.0,90.0,RUNNING
2024-01-02 06:00:00,ZONE_B02,19.6,47.7,-14.3,601.0,770.0,15.0,90.0,RUNNING
2024-01-02 07:00:00,ZONE_M01,19.8,60.0,-9.9,904.0,770.0,15.0,90.0,RUNNING
2024-01-02 07:00:00,ZONE_M02,20.4,54.4,-10.5,719.0,770.0,15.0,90.0,RUNNING
2024-01-02 07:00:00,ZONE_M03,19.0,60.0,-10.7,864.0,770.0,15.0,90.0,RUNNING
2024-01-02 07:00:00,ZONE_B01,20.0,53.1,-13.7,657.0,770.0,15.0,90.0,RUNNING
2024-01-02 07:00:00,ZONE_B02,19.7,49.4,-9.4,592.0,770.0,15.0,90.0,RUNNING
2024-01-02 08:00:00,ZONE_M01,19.3,60.0,-6.2,811.0,770.0,15.0,90.0,RUNNING
2024-01-02 08:00:00,ZONE_M02,19.3,60.0,-7.5,845.0,770.0,15.0,90.0,RUNNING
2024-01-02 08:00:00,ZONE_M03,20.1,60.0,-11.1,923.0,770.0,15.0,90.0,RUNNING
2024-01-02 08:00:00,ZONE_B01,19.2,57.6,-10.9,758.0,770.0,15.0,90.0,RUNNING
2024-01-02 08:00:00,ZONE_B02,19.7,56.3,-10.8,700.0,770.0,15.0,90.0,RUNNING
2024-01-02 09:00:00,ZONE_M01,19.8,52.8,-6.6,666.0,770.0,15.0,90.0,RUNNING
2024-01-02 09:00:00,ZONE_M02,19.5,60.0,-7.9,757.0,770.0,15.0,90.0,RUNNING
2024-01-02 09:00:00,ZONE_M03,19.8,54.6,-13.3,734.0,770.0,15.0,90.0,RUNNING
2024-01-02 09:00:00,ZONE_B01,20.0,47.1,-14.7,607.0,770.0,15.0,90.0,RUNNING
2024-01-02 09:00:00,ZONE_B02,19.2,60.0,-7.2,756.0,770.0,15.0,90.0,RUNNING
2024-01-02 10:00:00,ZONE_M01,20.3,60.0,-7.6,753.0,770.0,15.0,90.0,RUNNING
2024-01-02 10:00:00,ZONE_M02,20.4,60.0,-13.4,866.0,770.0,15.0,90.0,RUNNING
2024-01-02 10:00:00,ZONE_M03,20.6,59.7,-12.7,693.0,770.0,15.0,90.0,RUNNING
2024-01-02 10:00:00,ZONE_B01,20.0,50.2,-8.9,698.0,770.0,15.0,90.0,RUNNING
2024-01-02 10:00:00,ZONE_B02,18.9,54.5,-13.8,706.0,770.0,15.0,90.0,RUNNING
2024-01-02 11:00:00,ZONE_M01,20.1,50.1,-8.4,574.0,770.0,15.0,90.0,RUNNING
2024-01-02 11:00:00,ZONE_M02,20.2,60.0,-12.9,836.0,770.0,15.0,90.0,RUNNING
2024-01-02 11:00:00,ZONE_M03,19.9,58.7,-3.9,806.0,770.0,15.0,90.0,RUNNING
2024-01-02 11:00:00,ZONE_B01,20.5,55.8,-10.6,820.0,770.0,15.0,90.0,RUNNING
2024-01-02 11:00:00,ZONE_B02,20.9,48.7,-11.5,645.0,770.0,15.0,90.0,RUNNING
2024-01-02 12:00:00,ZONE_M01,20.7,60.0,-12.3,755.0,770.0,15.0,90.0,RUNNING
2024-01-02 12:00:00,ZONE_M02,20.1,58.3,-10.6,734.0,770.0,15.0,90.0,RUNNING
2024-01-02 12:00:00,ZONE_M03,20.1,59.3,-8.9,809.0,770.0,15.0,90.0,RUNNING
2024-01-02 12:00:00,ZONE_B01,19.6,56.6,-11.6,727.0,770.0,15.0,90.0,RUNNING
2024-01-02 12:00:00,ZONE_B02,19.8,60.0,-12.0,720.0,770.0,15.0,90.0,RUNNING
2024-01-02 13:00:00,ZONE_M01,19.9,58.2,-10.0,767.0,770.0,15.0,90.0,RUNNING
2024-01-02 13:00:00,ZONE_M02,19.7,60.0,-12.7,819.0,770.0,15.0,90.0,RUNNING
2024-01-02 13:00:00,ZONE_M03,20.8,59.7,-7.7,769.0,770.0,15.0,90.0,RUNNING
2024-01-02 13:00:00,ZONE_B01,20.4,57.7,-12.4,765.0,770.0,15.0,90.0,RUNNING
2024-01-02 13:00:00,ZONE_B02,20.2,60.0,-6.6,759.0,770.0,15.0,90.0,RUNNING
2024-01-02 14:00:00,ZONE_M01,20.5,50.6,-12.1,700.0,770.0,15.0,90.0,RUNNING
2024-01-02 14:00:00,ZONE_M02,20.4,60.0,-11.5,793.0,770.0,15.0,90.0,RUNNING
2024-01-02 14:00:00,ZONE_M03,19.6,54.9,-9.2,619.0,770.0,15.0,90.0,RUNNING
2024-01-02 14:00:00,ZONE_B01,20.0,56.4,-5.9,681.0,770.0,15.0,90.0,RUNNING
2024-01-02 14:00:00,ZONE_B02,19.7,60.0,-9.6,873.0,770.0,15.0,90.0,RUNNING
2024-01-02 15:00:00,ZONE_M01,20.5,55.2,-12.5,693.0,770.0,15.0,90.0,RUNNING
2024-01-02 15:00:00,ZONE_M02,20.2,54.6,-12.6,674.0,770.0,15.0,90.0,RUNNING
2024-01-02 15:00:00,ZONE_M03,20.1,60.0,-8.4,743.0,770.0,15.0,90.0,RUNNING
2024-01-02 15:00:00,ZONE_B01,19.7,60.0,-9.9,789.0,770.0,15.0,90.0,RUNNING
2024-01-02 15:00:00,ZONE_B02,19.6,51.0,-11.8,631.0,770.0,15.0,90.0,RUNNING
2024-01-02 16:00:00,ZONE_M01,20.0,60.0,-13.3,881.0,770.0,15.0,90.0,RUNNING
2024-01-02 16:00:00,ZONE_M02,20.2,60.0,-8.5,879.0,770.0,15.0,90.0,RUNNING
2024-01-02 16:00:00,ZONE_M03,19.9,56.6,-11.2,707.0,770.0,15.0,90.0,RUNNING
2024-01-02 16:00:00,ZONE_B01,19.0,60.0,-5.6,905.0,770.0,15.0,90.0,RUNNING
2024-01-02 16:00:00,ZONE_B02,20.4,52.1,-8.4,648.0,770.0,15.0,90.0,RUNNING
2024-01-02 17:00:00,ZONE_M01,20.6,60.0,-10.2,870.0,770.0,15.0,90.0,RUNNING
2024-01-02 17:00:00,ZONE_M02,19.8,60.0,-7.5,852.0,770.0,15.0,90.0,RUNNING
2024-01-02 17:00:00,ZONE_M03,19.9,60.0,-12.0,860.0,770.0,15.0,90.0,RUNNING
2024-01-02 17:00:00,ZONE_B01,20.1,58.9,-12.6,744.0,770.0,15.0,90.0,RUNNING
2024-01-02 17:00:00,ZONE_B02,19.2,53.4,-11.0,694.0,770.0,15.0,90.0,RUNNING
2024-01-02 18:00:00,ZONE_M01,20.8,60.0,-13.5,793.0,770.0,15.0,90.0,RUNNING
2024-01-02 18:00:00,ZONE_M02,20.1,60.0,-11.0,708.0,770.0,15.0,90.0,RUNNING
2024-01-02 18:00:00,ZONE_M03,20.4,60.0,-9.9,820.0,770.0,15.0,90.0,RUNNING
2024-01-02 18:00:00,ZONE_B01,20.0,56.7,-10.6,764.0,770.0,15.0,90.0,RUNNING
2024-01-02 18:00:00,ZONE_B02,20.2,52.8,-9.5,693.0,770.0,15.0,90.0,RUNNING
2024-01-02 19:00:00,ZONE_M01,20.2,60.0,-10.8,855.0,770.0,15.0,90.0,RUNNING
2024-01-02 19:00:00,ZONE_M02,20.0,60.0,-9.5,700.0,770.0,15.0,90.0,RUNNING
2024-01-02 19:00:00,ZONE_M03,20.3,59.6,-10.5,762.0,770.0,15.0,90.0,RUNNING
2024-01-02 19:00:00,ZONE_B01,20.6,59.9,-12.6,714.0,770.0,15.0,90.0,RUNNING
2024-01-02 19:00:00,ZONE_B02,20.4,60.0,-12.1,820.0,770.0,15.0,90.0,RUNNING
2024-01-02 20:00:00,ZONE_M01,19.9,58.2,-4.0,793.0,770.0,15.0,90.0,RUNNING
2024-01-02 20:00:00,ZONE_M02,20.4,60.0,-9.1,992.0,770.0,15.0,90.0,RUNNING
2024-01-02 20:00:00,ZONE_M03,20.0,51.9,-14.0,591.0,770.0,15.0,90.0,RUNNING
2024-01-02 20:00:00,ZONE_B01,19.3,54.8,-6.3,715.0,770.0,15.0,90.0,RUNNING
2024-01-02 20:00:00,ZONE_B02,19.0,60.0,-14.6,773.0,770.0,15.0,90.0,RUNNING
2024-01-02 21:00:00,ZONE_M01,20.5,60.0,-12.4,777.0,770.0,15.0,90.0,RUNNING
2024-01-02 21:00:00,ZONE_M02,20.2,54.3,-11.0,701.0,770.0,15.0,90.0,RUNNING
2024-01-02 21:00:00,ZONE_M03,19.9,60.0,-10.4,848.0,770.0,15.0,90.0,RUNNING
2024-01-02 21:00:00,ZONE_B01,19.6,60.0,-14.7,787.0,770.0,15.0,90.0,RUNNING
2024-01-02 21:00:00,ZONE_B02,20.7,50.0,-9.6,606.0,770.0,15.0,90.0,RUNNING
2024-01-02 22:00:00,ZONE_M01,20.0,60.0,-10.3,853.0,770.0,15.0,90.0,RUNNING
2024-01-02 22:00:00,ZONE_M02,20.1,55.6,-8.8,712.0,770.0,15.0,90.0,RUNNING
2024-01-02 22:00:00,ZONE_M03,19.8,60.0,-8.5,729.0,770.0,15.0,90.0,RUNNING
2024-01-02 22:00:00,ZONE_B01,19.6,46.8,-12.7,659.0,770.0,15.0,90.0,RUNNING
2024-01-02 22:00:00,ZONE_B02,19.4,47.9,-11.2,547.0,770.0,15.0,90.0,RUNNING
2024-01-02 23:00:00,ZONE_M01,15.9,39.0,-10.3,438.0,770.0,15.0,90.0,RUNNING
2024-01-02 23:00:00,ZONE_M02,15.6,35.0,-11.6,418.0,770.0,15.0,90.0,RUNNING
2024-01-02 23:00:00,ZONE_M03,15.9,39.8,-11.3,472.0,770.0,15.0,90.0,RUNNING
2024-01-02 23:00:00,ZONE_B01,15.8,40.5,-12.3,519.0,770.0,15.0,90.0,RUNNING
2024-01-02 23:00:00,ZONE_B02,16.7,38.5,-12.8,459.0,770.0,15.0,90.0,RUNNING
2024-01-03 00:00:00,ZONE_M01,16.6,43.7,-6.9,556.0,770.0,15.0,90.0,RUNNING
2024-01-03 00:00:00,ZONE_M02,16.2,40.3,-13.8,491.0,770.0,15.0,90.0,RUNNING
2024-01-03 00:00:00,ZONE_M03,16.1,39.5,-7.3,473.0,770.0,15.0,90.0,RUNNING
2024-01-03 00:00:00,ZONE_B01,16.5,38.3,-10.9,452.0,770.0,15.0,90.0,RUNNING
2024-01-03 00:00:00,ZONE_B02,15.9,41.3,-10.3,447.0,770.0,15.0,90.0,RUNNING
2024-01-03 01:00:00,ZONE_M01,16.3,41.3,-12.5,468.0,770.0,15.0,90.0,RUNNING
2024-01-03 01:00:00,ZONE_M02,16.2,37.6,-6.3,481.0,770.0,15.0,90.0,RUNNING
