timestamp,zone_id,occupancy,indoor_temp_c,outdoor_temp_c,heating_load_kw
2024-01-01 06:00:00,ZONE_M01,0.67,20.0,-13.0,0.55
2024-01-01 06:00:00,ZONE_M02,0.67,20.2,-13.0,0.55
2024-01-01 06:00:00,ZONE_M03,0.67,20.1,-13.0,0.55
2024-01-01 06:00:00,ZONE_B01,0.67,19.7,-13.0,0.55
2024-01-01 06:00:00,ZONE_B02,0.67,19.4,-13.0,0.55
2024-01-01 07:00:00,ZONE_M01,0.59,19.6,-7.5,0.44
2024-01-01 07:00:00,ZONE_M02,0.59,20.3,-7.5,0.44
2024-01-01 07:00:00,ZONE_M03,0.59,19.7,-7.5,0.44
2024-01-01 07:00:00,ZONE_B01,0.59,19.5,-7.5,0.44
2024-01-01 07:00:00,ZONE_B02,0.59,20.2,-7.5,0.44
2024-01-01 08:00:00,ZONE_M01,0.89,21.1,-6.8,0.51
2024-01-01 08:00:00,ZONE_M02,0.89,20.0,-6.8,0.51
2024-01-01 08:00:00,ZONE_M03,0.89,20.0,-6.8,0.51
2024-01-01 08:00:00,ZONE_B01,0.89,20.7,-6.8,0.51
2024-01-01 08:00:00,ZONE_B02,0.89,20.9,-6.8,0.51
2024-01-01 09:00:00,ZONE_M01,0.86,20.3,-9.2,0.54
2024-01-01 09:00:00,ZONE_M02,0.86,20.6,-9.2,0.54
2024-01-01 09:00:00,ZONE_M03,0.86,21.1,-9.2,0.54
2024-01-01 09:00:00,ZONE_B01,0.86,20.5,-9.2,0.54
2024-01-01 09:00:00,ZONE_B02,0.86,20.0,-9.2,0.54
2024-01-01 10:00:00,ZONE_M01,0.72,20.5,-8.8,0.49
2024-01-01 10:00:00,ZONE_M02,0.72,20.3,-8.8,0.49
2024-01-01 10:00:00,ZONE_M03,0.72,20.1,-8.8,0.49
2024-01-01 10:00:00,ZONE_B01,0.72,20.1,-8.8,0.49
2024-01-01 10:00:00,ZONE_B02,0.72,19.2,-8.8,0.49
2024-01-01 11:00:00,ZONE_M01,0.77,20.6,-10.9,0.55
2024-01-01 11:00:00,ZONE_M02,0.77,19.7,-10.9,0.55
2024-01-01 11:00:00,ZONE_M03,0.77,20.6,-10.9,0.55
2024-01-01 11:00:00,ZONE_B01,0.77,20.3,-10.9,0.55
2024-01-01 11:00:00,ZONE_B02,0.77,20.4,-10.9,0.55
2024-01-01 12:00:00,ZONE_M01,1.0,20.3,-8.4,0.57
2024-01-01 12:00:00,ZONE_M02,1.0,20.2,-8.4,0.57
2024-01-01 12:00:00,ZONE_M03,1.0,21.3,-8.4,0.57
2024-01-01 12:00:00,ZONE_B01,1.0,21.1,-8.4,0.57
2024-01-01 12:00:00,ZONE_B02,1.0,21.6,-8.4,0.57
2024-01-01 13:00:00,ZONE_M01,0.74,20.4,-11.3,0.55
2024-01-01 13:00:00,ZONE_M02,0.74,20.2,-11.3,0.55
2024-01-01 13:00:00,ZONE_M03,0.74,19.6,-11.3,0.55
2024-01-01 13:00:00,ZONE_B01,0.74,19.4,-11.3,0.55
2024-01-01 13:00:00,ZONE_B02,0.74,20.5,-11.3,0.55
2024-01-01 14:00:00,ZONE_M01,0.62,19.4,-9.5,0.48
2024-01-01 14:00:00,ZONE_M02,0.62,19.7,-9.5,0.48
2024-01-01 14:00:00,ZONE_M03,0.62,19.7,-9.5,0.48
2024-01-01 14:00:00,ZONE_B01,0.62,19.6,-9.5,0.48
2024-01-01 14:00:00,ZONE_B02,0.62,20.6,-9.5,0.48
2024-01-01 15:00:00,ZONE_M01,0.78,19.6,-9.6,0.53
2024-01-01 15:00:00,ZONE_M02,0.78,20.1,-9.6,0.53
2024-01-01 15:00:00,ZONE_M03,0.78,20.9,-9.6,0.53
2024-01-01 15:00:00,ZONE_B01,0.78,20.3,-9.6,0.53
2024-01-01 15:00:00,ZONE_B02,0.78,20.1,-9.6,0.53
2024-01-01 16:00:00,ZONE_M01,0.65,20.4,-7.8,0.46
2024-01-01 16:00:00,ZONE_M02,0.65,21.0,-7.8,0.46
2024-01-01 16:00:00,ZONE_M03,0.65,19.8,-7.8,0.46
2024-01-01 16:00:00,ZONE_B01,0.65,20.0,-7.8,0.46
2024-01-01 16:00:00,ZONE_B02,0.65,19.3,-7.8,0.46
2024-01-01 17:00:00,ZONE_M01,0.49,19.2,-8.8,0.43
2024-01-01 17:00:00,ZONE_M02,0.49,20.0,-8.8,0.43
2024-01-01 17:00:00,ZONE_M03,0.49,20.1,-8.8,0.43
2024-01-01 17:00:00,ZONE_B01,0.49,19.5,-8.8,0.43
2024-01-01 17:00:00,ZONE_B02,0.49,18.4,-8.8,0.43
2024-01-01 18:00:00,ZONE_M01,0.8,19.8,-10.6,0.55
2024-01-01 18:00:00,ZONE_M02,0.8,20.4,-10.6,0.55
2024-01-01 18:00:00,ZONE_M03,0.8,21.0,-10.6,0.55
2024-01-01 18:00:00,ZONE_B01,0.8,19.7,-10.6,0.55
2024-01-01 18:00:00,ZONE_B02,0.8,20.4,-10.6,0.55
2024-01-01 19:00:00,ZONE_M01,0.81,20.6,-13.5,0.61
2024-01-01 19:00:00,ZONE_M02,0.81,20.0,-13.5,0.61
2024-01-01 19:00:00,ZONE_M03,0.81,20.9,-13.5,0.61
2024-01-01 19:00:00,ZONE_B01,0.81,19.6,-13.5,0.61
2024-01-01 19:00:00,ZONE_B02,0.81,20.9,-13.5,0.61
2024-01-01 20:00:00,ZONE_M01,0.56,19.7,-12.8,0.51
2024-01-01 20:00:00,ZONE_M02,0.56,20.3,-12.8,0.51
2024-01-01 20:00:00,ZONE_M03,0.56,19.3,-12.8,0.51
2024-01-01 20:00:00,ZONE_B01,0.56,19.9,-12.8,0.51
2024-01-01 20:00:00,ZONE_B02,0.56,19.5,-12.8,0.51
2024-01-01 21:00:00,ZONE_M01,0.71,19.7,-10.4,0.52
2024-01-01 21:00:00,ZONE_M02,0.71,21.0,-10.4,0.52
2024-01-01 21:00:00,ZONE_M03,0.71,19.6,-10.4,0.52
2024-01-01 21:00:00,ZONE_B01,0.71,19.9,-10.4,0.52
2024-01-01 21:00:00,ZONE_B02,0.71,20.3,-10.4,0.52
2024-01-01 22:00:00,ZONE_M01,0.4,18.8,-10.6,0.43
2024-01-01 22:00:00,ZONE_M02,0.4,19.5,-10.6,0.43
2024-01-01 22:00:00,ZONE_M03,0.4,18.9,-10.6,0.43
2024-01-01 22:00:00,ZONE_B01,0.4,18.9,-10.6,0.43
2024-01-01 22:00:00,ZONE_B02,0.4,19.9,-10.6,0.43
2024-01-01 23:00:00,ZONE_M01,0.12,19.2,-9.5,0.33
2024-01-01 23:00:00,ZONE_M02,0.12,18.7,-9.5,0.33
2024-01-01 23:00:00,ZONE_M03,0.12,17.4,-9.5,0.33
2024-01-01 23:00:00,ZONE_B01,0.12,18.7,-9.5,0.33
2024-01-01 23:00:00,ZONE_B02,0.12,17.7,-9.5,0.33
2024-01-02 00:00:00,ZONE_M01,0.08,17.1,-12.0,0.35
2024-01-02 00:00:00,ZONE_M02,0.08,17.8,-12.0,0.35
2024-01-02 00:00:00,ZONE_M03,0.08,18.4,-12.0,0.35
2024-01-02 00:00:00,ZONE_B01,0.08,17.8,-12.0,0.35
2024-01-02 00:00:00,ZONE_B02,0.08,19.0,-12.0,0.35
2024-01-02 01:00:00,ZONE_M01,0.11,18.7,-8.8,0.32
2024-01-02 01:00:00,ZONE_M02,0.11,18.8,-8.8,0.32
2024-01-02 01:00:00,ZONE_M03,0.11,18.6,-8.8,0.32
2024-01-02 01:00:00,ZONE_B01,0.11,18.5,-8.8,0.32
2024-01-02 01:00:00,ZONE_B02,0.11,18.7,-8.8,0.32
2024-01-02 02:00:00,ZONE_M01,0.14,18.2,-9.8,0.34
2024-01-02 02:00:00,ZONE_M02,0.14,18.6,-9.8,0.34
2024-01-02 02:00:00,ZONE_M03,0.14,18.8,-9.8,0.34
2024-01-02 02:00:00,ZONE_B01,0.14,18.0,-9.8,0.34
2024-01-02 02:00:00,ZONE_B02,0.14,19.0,-9.8,0.34
2024-01-02 03:00:00,ZONE_M01,0.17,18.8,-14.3,0.4
2024-01-02 03:00:00,ZONE_M02,0.17,18.9,-14.3,0.4
2024-01-02 03:00:00,ZONE_M03,0.17,18.8,-14.3,0.4
2024-01-02 03:00:00,ZONE_B01,0.17,18.6,-14.3,0.4
2024-01-02 03:00:00,ZONE_B02,0.17,19.0,-14.3,0.4
2024-01-02 04:00:00,ZONE_M01,0.14,17.9,-13.1,0.38
2024-01-02 04:00:00,ZONE_M02,0.14,18.1,-13.1,0.38
2024-01-02 04:00:00,ZONE_M03,0.14,17.9,-13.1,0.38
2024-01-02 04:00:00,ZONE_B01,0.14,19.5,-13.1,0.38
2024-01-02 04:00:00,ZONE_B02,0.14,18.8,-13.1,0.38
2024-01-02 05:00:00,ZONE_M01,0.2,17.7,-10.7,0.37
2024-01-02 05:00:00,ZONE_M02,0.2,19.0,-10.7,0.37
2024-01-02 05:00:00,ZONE_M03,0.2,18.1,-10.7,0.37
2024-01-02 05:00:00,ZONE_B01,0.2,18.4,-10.7,0.37
2024-01-02 05:00:00,ZONE_B02,0.2,19.0,-10.7,0.37
2024-01-02 06:00:00,ZONE_M01,0.44,19.2,-8.4,0.41
2024-01-02 06:00:00,ZONE_M02,0.44,18.9,-8.4,0.41
2024-01-02 06:00:00,ZONE_M03,0.44,19.3,-8.4,0.41
2024-01-02 06:00:00,ZONE_B01,0.44,19.9,-8.4,0.41
2024-01-02 06:00:00,ZONE_B02,0.44,18.7,-8.4,0.41
2024-01-02 07:00:00,ZONE_M01,0.75,20.4,-13.4,0.59
2024-01-02 07:00:00,ZONE_M02,0.75,20.6,-13.4,0.59
2024-01-02 07:00:00,ZONE_M03,0.75,20.7,-13.4,0.59
2024-01-02 07:00:00,ZONE_B01,0.75,19.6,-13.4,0.59
2024-01-02 07:00:00,ZONE_B02,0.75,20.6,-13.4,0.59
2024-01-02 08:00:00,ZONE_M01,0.7,20.5,-11.5,0.53
2024-01-02 08:00:00,ZONE_M02,0.7,20.1,-11.5,0.53
2024-01-02 08:00:00,ZONE_M03,0.7,20.8,-11.5,0.53
2024-01-02 08:00:00,ZONE_B01,0.7,19.8,-11.5,0.53
2024-01-02 08:00:00,ZONE_B02,0.7,19.9,-11.5,0.53
2024-01-02 09:00:00,ZONE_M01,0.71,20.4,-11.0,0.53
2024-01-02 09:00:00,ZONE_M02,0.71,19.9,-11.0,0.53
2024-01-02 09:00:00,ZONE_M03,0.71,20.1,-11.0,0.53
2024-01-02 09:00:00,ZONE_B01,0.71,20.4,-11.0,0.53
2024-01-02 09:00:00,ZONE_B02,0.71,20.6,-11.0,0.53
2024-01-02 10:00:00,ZONE_M01,0.56,19.9,-12.1,0.5
2024-01-02 10:00:00,ZONE_M02,0.56,19.5,-12.1,0.5
2024-01-02 10:00:00,ZONE_M03,0.56,19.1,-12.1,0.5
2024-01-02 10:00:00,ZONE_B01,0.56,19.8,-12.1,0.5
2024-01-02 10:00:00,ZONE_B02,0.56,20.2,-12.1,0.5
2024-01-02 11:00:00,ZONE_M01,0.59,19.8,-11.9,0.51
2024-01-02 11:00:00,ZONE_M02,0.59,20.7,-11.9,0.51
2024-01-02 11:00:00,ZONE_M03,0.59,19.8,-11.9,0.51
2024-01-02 11:00:00,ZONE_B01,0.59,20.4,-11.9,0.51
2024-01-02 11:00:00,ZONE_B02,0.59,19.9,-11.9,0.51
2024-01-02 12:00:00,ZONE_M01,0.69,20.3,-9.5,0.5
2024-01-02 12:00:00,ZONE_M02,0.69,20.6,-9.5,0.5
2024-01-02 12:00:00,ZONE_M03,0.69,19.6,-9.5,0.5
2024-01-02 12:00:00,ZONE_B01,0.69,19.6,-9.5,0.5
2024-01-02 12:00:00,ZONE_B02,0.69,20.7,-9.5,0.5
2024-01-02 13:00:00,ZONE_M01,0.78,20.1,-10.0,0.53
2024-01-02 13:00:00,ZONE_M02,0.78,20.2,-10.0,0.53
2024-01-02 13:00:00,ZONE_M03,0.78,21.1,-10.0,0.53
2024-01-02 13:00:00,ZONE_B01,0.78,20.8,-10.0,0.53
2024-01-02 13:00:00,ZONE_B02,0.78,20.9,-10.0,0.53
2024-01-02 14:00:00,ZONE_M01,0.74,19.4,-8.6,0.5
2024-01-02 14:00:00,ZONE_M02,0.74,19.6,-8.6,0.5
2024-01-02 14:00:00,ZONE_M03,0.74,20.1,-8.6,0.5
2024-01-02 14:00:00,ZONE_B01,0.74,19.2,-8.6,0.5
2024-01-02 14:00:00,ZONE_B02,0.74,20.0,-8.6,0.5
2024-01-02 15:00:00,ZONE_M01,0.73,19.2,-11.3,0.54
2024-01-02 15:00:00,ZONE_M02,0.73,20.0,-11.3,0.54
2024-01-02 15:00:00,ZONE_M03,0.73,21.4,-11.3,0.54
2024-01-02 15:00:00,ZONE_B01,0.73,20.3,-11.3,0.54
2024-01-02 15:00:00,ZONE_B02,0.73,20.1,-11.3,0.54
2024-01-02 16:00:00,ZONE_M01,0.66,20.1,-13.5,0.55
2024-01-02 16:00:00,ZONE_M02,0.66,20.4,-13.5,0.55
2024-01-02 16:00:00,ZONE_M03,0.66,19.0,-13.5,0.55
2024-01-02 16:00:00,ZONE_B01,0.66,20.2,-13.5,0.55
2024-01-02 16:00:00,ZONE_B02,0.66,20.0,-13.5,0.55
2024-01-02 17:00:00,ZONE_M01,0.65,19.5,-9.5,0.49
2024-01-02 17:00:00,ZONE_M02,0.65,20.2,-9.5,0.49
2024-01-02 17:00:00,ZONE_M03,0.65,19.4,-9.5,0.49
2024-01-02 17:00:00,ZONE_B01,0.65,19.7,-9.5,0.49
2024-01-02 17:00:00,ZONE_B02,0.65,19.9,-9.5,0.49
2024-01-02 18:00:00,ZONE_M01,0.78,19.9,-12.1,0.57
2024-01-02 18:00:00,ZONE_M02,0.78,20.8,-12.1,0.57
2024-01-02 18:00:00,ZONE_M03,0.78,20.7,-12.1,0.57
2024-01-02 18:00:00,ZONE_B01,0.78,19.5,-12.1,0.57
2024-01-02 18:00:00,ZONE_B02,0.78,20.4,-12.1,0.57
2024-01-02 19:00:00,ZONE_M01,0.59,19.9,-8.8,0.46
2024-01-02 19:00:00,ZONE_M02,0.59,20.1,-8.8,0.46
2024-01-02 19:00:00,ZONE_M03,0.59,19.5,-8.8,0.46
2024-01-02 19:00:00,ZONE_B01,0.59,19.9,-8.8,0.46
2024-01-02 19:00:00,ZONE_B02,0.59,19.4,-8.8,0.46
2024-01-02 20:00:00,ZONE_M01,0.84,21.3,-11.5,0.58
2024-01-02 20:00:00,ZONE_M02,0.84,20.6,-11.5,0.58
2024-01-02 20:00:00,ZONE_M03,0.84,20.8,-11.5,0.58
2024-01-02 20:00:00,ZONE_B01,0.84,19.6,-11.5,0.58
2024-01-02 20:00:00,ZONE_B02,0.84,20.0,-11.5,0.58
2024-01-02 21:00:00,ZONE_M01,0.76,19.5,-7.3,0.48
2024-01-02 21:00:00,ZONE_M02,0.76,19.1,-7.3,0.48
2024-01-02 21:00:00,ZONE_M03,0.76,20.1,-7.3,0.48
2024-01-02 21:00:00,ZONE_B01,0.76,19.8,-7.3,0.48
2024-01-02 21:00:00,ZONE_B02,0.76,20.2,-7.3,0.48
2024-01-02 22:00:00,ZONE_M01,0.48,19.7,-9.9,0.44
2024-01-02 22:00:00,ZONE_M02,0.48,19.5,-9.9,0.44
2024-01-02 22:00:00,ZONE_M03,0.48,18.9,-9.9,0.44
2024-01-02 22:00:00,ZONE_B01,0.48,18.7,-9.9,0.44
2024-01-02 22:00:00,ZONE_B02,0.48,18.4,-9.9,0.44
2024-01-02 23:00:00,ZONE_M01,0.14,18.4,-7.7,0.32
2024-01-02 23:00:00,ZONE_M02,0.14,17.7,-7.7,0.32
2024-01-02 23:00:00,ZONE_M03,0.14,17.6,-7.7,0.32
2024-01-02 23:00:00,ZONE_B01,0.14,18.6,-7.7,0.32
2024-01-02 23:00:00,ZONE_B02,0.14,17.9,-7.7,0.32
2024-01-03 00:00:00,ZONE_M01,0.1,18.3,-9.5,0.32
2024-01-03 00:00:00,ZONE_M02,0.1,18.6,-9.5,0.32
2024-01-03 00:00:00,ZONE_M03,0.1,19.0,-9.5,0.32
2024-01-03 00:00:00,ZONE_B01,0.1,19.1,-9.5,0.32
2024-01-03 00:00:00,ZONE_B02,0.1,18.4,-9.5,0.32
2024-01-03 01:00:00,ZONE_M01,0.09,18.2,-12.2,0.35
2024-01-03 01:00:00,ZONE_M02,0.09,17.9,-12.2,0.35
2024-01-03 01:00:00,ZONE_M03,0.09,17.6,-12.2,0.35
2024-01-03 01:00:00,ZONE_B01,0.09,18.6,-12.2,0.35
2024-01-03 01:00:00,ZONE_B02,0.09,18.2,-12.2,0.35
2024-01-03 02:00:00,ZONE_M01,0.03,19.2,-8.0,0.29
2024-01-03 02:00:00,ZONE_M02,0.03,19.3,-8.0,0.29
2024-01-03 02:00:00,ZONE_M03,0.03,17.9,-8.0,0.29
2024-01-03 02:00:00,ZONE_B01,0.03,18.5,-8.0,0.29
2024-01-03 02:00:00,ZONE_B02,0.03,18.5,-8.0,0.29
2024-01-03 03:00:00,ZONE_M01,0.09,18.3,-12.8,0.36
2024-01-03 03:00:00,ZONE_M02,0.09,18.4,-12.8,0.36
2024-01-03 03:00:00,ZONE_M03,0.09,18.5,-12.8,0.36
2024-01-03 03:00:00,ZONE_B01,0.09,18.4,-12.8,0.36
2024-01-03 03:00:00,ZONE_B02,0.09,18.0,-12.8,0.36
2024-01-03 04:00:00,ZONE_M01,0.16,18.7,-9.1,0.34
2024-01-03 04:00:00,ZONE_M02,0.16,17.9,-9.1,0.34
2024-01-03 04:00:00,ZONE_M03,0.16,18.5,-9.1,0.34
2024-01-03 04:00:00,ZONE_B01,0.16,18.4,-9.1,0.34
2024-01-03 04:00:00,ZONE_B02,0.16,18.9,-9.1,0.34
2024-01-03 05:00:00,ZONE_M01,0.13,18.6,-12.6,0.37
2024-01-03 05:00:00,ZONE_M02,0.13,18.4,-12.6,0.37
2024-01-03 05:00:00,ZONE_M03,0.13,18.7,-12.6,0.37
2024-01-03 05:00:00,ZONE_B01,0.13,18.3,-12.6,0.37
2024-01-03 05:00:00,ZONE_B02,0.13,18.1,-12.6,0.37
2024-01-03 06:00:00,ZONE_M01,0.74,20.8,-11.8,0.56
2024-01-03 06:00:00,ZONE_M02,0.74,21.0,-11.8,0.56
2024-01-03 06:00:00,ZONE_M03,0.74,20.4,-11.8,0.56
2024-01-03 06:00:00,ZONE_B01,0.74,20.3,-11.8,0.56
2024-01-03 06:00:00,ZONE_B02,0.74,20.0,-11.8,0.56
2024-01-03 07:00:00,ZONE_M01,0.72,21.3,-13.2,0.57
2024-01-03 07:00:00,ZONE_M02,0.72,20.9,-13.2,0.57
2024-01-03 07:00:00,ZONE_M03,0.72,20.0,-13.2,0.57
2024-01-03 07:00:00,ZONE_B01,0.72,20.1,-13.2,0.57
2024-01-03 07:00:00,ZONE_B02,0.72,20.5,-13.2,0.57
2024-01-03 08:00:00,ZONE_M01,0.64,19.4,-9.6,0.49
2024-01-03 08:00:00,ZONE_M02,0.64,20.4,-9.6,0.49
2024-01-03 08:00:00,ZONE_M03,0.64,20.1,-9.6,0.49
2024-01-03 08:00:00,ZONE_B01,0.64,20.0,-9.6,0.49
2024-01-03 08:00:00,ZONE_B02,0.64,20.1,-9.6,0.49
2024-01-03 09:00:00,ZONE_M01,0.41,19.5,-10.9,0.43
2024-01-03 09:00:00,ZONE_M02,0.41,18.8,-10.9,0.43
2024-01-03 09:00:00,ZONE_M03,0.41,19.2,-10.9,0.43
2024-01-03 09:00:00,ZONE_B01,0.41,18.7,-10.9,0.43
2024-01-03 09:00:00,ZONE_B02,0.41,19.1,-10.9,0.43
2024-01-03 10:00:00,ZONE_M01,0.51,19.6,-11.5,0.47
2024-01-03 10:00:00,ZONE_M02,0.51,19.6,-11.5,0.47
2024-01-03 10:00:00,ZONE_M03,0.51,18.8,-11.5,0.47
2024-01-03 10:00:00,ZONE_B01,0.51,20.2,-11.5,0.47
2024-01-03 10:00:00,ZONE_B02,0.51,19.8,-11.5,0.47
2024-01-03 11:00:00,ZONE_M01,0.43,18.4,-10.3,0.43
2024-01-03 11:00:00,ZONE_M02,0.43,19.2,-10.3,0.43
2024-01-03 11:00:00,ZONE_M03,0.43,20.2,-10.3,0.43
2024-01-03 11:00:00,ZONE_B01,0.43,20.0,-10.3,0.43
2024-01-03 11:00:00,ZONE_B02,0.43,19.2,-10.3,0.43
2024-01-03 12:00:00,ZONE_M01,0.7,20.5,-11.9,0.54
2024-01-03 12:00:00,ZONE_M02,0.7,20.5,-11.9,0.54
2024-01-03 12:00:00,ZONE_M03,0.7,21.7,-11.9,0.54
2024-01-03 12:00:00,ZONE_B01,0.7,20.7,-11.9,0.54
2024-01-03 12:00:00,ZONE_B02,0.7,19.3,-11.9,0.54
2024-01-03 13:00:00,ZONE_M01,0.6,20.7,-8.4,0.45
2024-01-03 13:00:00,ZONE_M02,0.6,19.8,-8.4,0.45
2024-01-03 13:00:00,ZONE_M03,0.6,19.9,-8.4,0.45
2024-01-03 13:00:00,ZONE_B01,0.6,19.6,-8.4,0.45
2024-01-03 13:00:00,ZONE_B02,0.6,20.2,-8.4,0.45
2024-01-03 14:00:00,ZONE_M01,0.61,19.1,-13.4,0.54
2024-01-03 14:00:00,ZONE_M02,0.61,19.6,-13.4,0.54
2024-01-03 14:00:00,ZONE_M03,0.61,20.0,-13.4,0.54
2024-01-03 14:00:00,ZONE_B01,0.61,20.2,-13.4,0.54
2024-01-03 14:00:00,ZONE_B02,0.61,19.3,-13.4,0.54
2024-01-03 15:00:00,ZONE_M01,0.73,20.3,-11.3,0.54
2024-01-03 15:00:00,ZONE_M02,0.73,20.5,-11.3,0.54
2024-01-03 15:00:00,ZONE_M03,0.73,20.8,-11.3,0.54
2024-01-03 15:00:00,ZONE_B01,0.73,19.8,-11.3,0.54
2024-01-03 15:00:00,ZONE_B02,0.73,19.2,-11.3,0.54
2024-01-03 16:00:00,ZONE_M01,0.69,20.3,-9.1,0.49
2024-01-03 16:00:00,ZONE_M02,0.69,19.7,-9.1,0.49
2024-01-03 16:00:00,ZONE_M03,0.69,20.0,-9.1,0.49
2024-01-03 16:00:00,ZONE_B01,0.69,19.8,-9.1,0.49
2024-01-03 16:00:00,ZONE_B02,0.69,20.3,-9.1,0.49
2024-01-03 17:00:00,ZONE_M01,0.72,20.2,-10.6,0.53
2024-01-03 17:00:00,ZONE_M02,0.72,20.8,-10.6,0.53
2024-01-03 17:00:00,ZONE_M03,0.72,20.6,-10.6,0.53
2024-01-03 17:00:00,ZONE_B01,0.72,20.2,-10.6,0.53
2024-01-03 17:00:00,ZONE_B02,0.72,20.1,-10.6,0.53
2024-01-03 18:00:00,ZONE_M01,0.53,19.2,-11.8,0.49
2024-01-03 18:00:00,ZONE_M02,0.53,19.4,-11.8,0.49
2024-01-03 18:00:00,ZONE_M03,0.53,18.8,-11.8,0.49
2024-01-03 18:00:00,ZONE_B01,0.53,18.9,-11.8,0.49
2024-01-03 18:00:00,ZONE_B02,0.53,19.3,-11.8,0.49
2024-01-03 19:00:00,ZONE_M01,0.62,19.3,-13.3,0.54
2024-01-03 19:00:00,ZONE_M02,0.62,20.7,-13.3,0.54
2024-01-03 19:00:00,ZONE_M03,0.62,20.7,-13.3,0.54
2024-01-03 19:00:00,ZONE_B01,0.62,19.8,-13.3,0.54
2024-01-03 19:00:00,ZONE_B02,0.62,19.9,-13.3,0.54
2024-01-03 20:00:00,ZONE_M01,0.48,18.8,-11.4,0.47
2024-01-03 20:00:00,ZONE_M02,0.48,20.0,-11.4,0.47
2024-01-03 20:00:00,ZONE_M03,0.48,19.4,-11.4,0.47
2024-01-03 20:00:00,ZONE_B01,0.48,19.1,-11.4,0.47
2024-01-03 20:00:00,ZONE_B02,0.48,19.6,-11.4,0.47
2024-01-03 21:00:00,ZONE_M01,0.48,20.0,-9.0,0.43
2024-01-03 21:00:00,ZONE_M02,0.48,18.8,-9.0,0.43
2024-01-03 21:00:00,ZONE_M03,0.48,20.2,-9.0,0.43
2024-01-03 21:00:00,ZONE_B01,0.48,18.6,-9.0,0.43
2024-01-03 21:00:00,ZONE_B02,0.48,20.1,-9.0,0.43
2024-01-03 22:00:00,ZONE_M01,0.91,20.6,-12.2,0.62
2024-01-03 22:00:00,ZONE_M02,0.91,21.4,-12.2,0.62
2024-01-03 22:00:00,ZONE_M03,0.91,20.6,-12.2,0.62
2024-01-03 22:00:00,ZONE_B01,0.91,20.7,-12.2,0.62
2024-01-03 22:00:00,ZONE_B02,0.91,19.6,-12.2,0.62
2024-01-03 23:00:00,ZONE_M01,0.1,18.2,-13.2,0.36
2024-01-03 23:00:00,ZONE_M02,0.1,18.4,-13.2,0.36
2024-01-03 23:00:00,ZONE_M03,0.1,18.3,-13.2,0.36
2024-01-03 23:00:00,ZONE_B01,0.1,18.8,-13.2,0.36
2024-01-03 23:00:00,ZONE_B02,0.1,18.9,-13.2,0.36
2024-01-04 00:00:00,ZONE_M01,0.29,17.9,-12.2,0.42
2024-01-04 00:00:00,ZONE_M02,0.29,18.6,-12.2,0.42
2024-01-04 00:00:00,ZONE_M03,0.29,19.6,-12.2,0.42
2024-01-04 00:00:00,ZONE_B01,0.29,18.4,-12.2,0.42
2024-01-04 00:00:00,ZONE_B02,0.29,18.7,-12.2,0.42
2024-01-04 01:00:00,ZONE_M01,0.24,18.9,-10.6,0.38
