timestamp,system_id,tank_level_pct,inlet_flow_lpm,output_flow_lpm,pressure_bar,tds_ppm,pump_status,wastewater_flow_lpm,quality_status
2024-01-01 10:00:00,WATER_M01,84.9,0.0,18.51,3.6,189.0,RUNNING,14.81,GOOD
2024-01-01 10:00:00,WATER_B01,84.9,0.0,19.93,3.48,194.0,RUNNING,15.95,GOOD
2024-01-01 11:00:00,WATER_M01,84.9,0.0,13.66,3.68,177.0,RUNNING,10.92,GOOD
2024-01-01 11:00:00,WATER_B01,84.9,0.0,12.26,4.04,179.0,RUNNING,9.81,GOOD
2024-01-01 12:00:00,WATER_M01,84.9,0.0,13.38,3.19,180.0,RUNNING,10.71,GOOD
2024-01-01 12:00:00,WATER_B01,84.9,0.0,17.82,3.72,171.0,RUNNING,14.26,GOOD
2024-01-01 13:00:00,WATER_M01,84.9,0.0,14.19,3.0,185.0,RUNNING,11.35,GOOD
2024-01-01 13:00:00,WATER_B01,84.8,0.0,19.04,3.64,177.0,RUNNING,15.23,GOOD
2024-01-01 14:00:00,WATER_M01,84.9,0.0,16.32,3.69,177.0,RUNNING,13.06,GOOD
2024-01-01 14:00:00,WATER_B01,84.8,0.0,13.32,3.55,178.0,RUNNING,10.66,GOOD
2024-01-01 15:00:00,WATER_M01,84.8,0.0,16.05,3.61,190.0,RUNNING,12.84,GOOD
2024-01-01 15:00:00,WATER_B01,84.8,0.5,18.22,3.61,167.0,RUNNING,14.57,GOOD
2024-01-01 16:00:00,WATER_M01,84.8,0.0,12.73,3.51,176.0,RUNNING,10.18,GOOD
2024-01-01 16:00:00,WATER_B01,84.8,0.0,12.46,3.37,168.0,RUNNING,9.97,GOOD
2024-01-01 17:00:00,WATER_M01,84.8,0.0,13.72,3.55,179.0,RUNNING,10.97,GOOD
2024-01-01 17:00:00,WATER_B01,84.8,0.0,16.55,3.5,180.0,RUNNING,13.24,GOOD
2024-01-01 18:00:00,WATER_M01,84.8,0.0,14.22,3.32,171.0,RUNNING,11.38,GOOD
2024-01-01 18:00:00,WATER_B01,84.8,0.0,14.01,3.68,189.0,RUNNING,11.2,GOOD
2024-01-01 19:00:00,WATER_M01,84.8,0.0,18.58,3.87,175.0,RUNNING,14.86,GOOD
2024-01-01 19:00:00,WATER_B01,84.8,0.0,13.88,3.6,188.0,RUNNING,11.11,GOOD
2024-01-01 20:00:00,WATER_M01,84.8,0.0,17.64,3.54,193.0,RUNNING,14.11,GOOD
2024-01-01 20:00:00,WATER_B01,84.7,0.0,14.79,3.39,184.0,RUNNING,11.83,GOOD
2024-01-01 21:00:00,WATER_M01,84.7,0.0,13.14,3.41,167.0,RUNNING,10.51,GOOD
2024-01-01 21:00:00,WATER_B01,84.7,0.5,18.01,3.57,200.0,RUNNING,14.41,GOOD
2024-01-01 22:00:00,WATER_M01,84.7,0.0,12.45,3.35,178.0,RUNNING,9.96,GOOD
2024-01-01 22:00:00,WATER_B01,84.7,0.0,16.64,3.62,182.0,RUNNING,13.31,GOOD
2024-01-01 23:00:00,WATER_M01,84.7,0.0,3.26,3.96,171.0,RUNNING,2.61,GOOD
2024-01-01 23:00:00,WATER_B01,84.7,0.0,1.95,3.35,182.0,RUNNING,1.56,GOOD
2024-01-02 00:00:00,WATER_M01,84.7,0.0,2.91,3.57,201.0,RUNNING,2.33,GOOD
2024-01-02 00:00:00,WATER_B01,84.7,0.5,5.03,3.25,179.0,RUNNING,4.02,GOOD
2024-01-02 01:00:00,WATER_M01,84.7,0.0,5.05,3.34,198.0,RUNNING,4.04,GOOD
2024-01-02 01:00:00,WATER_B01,84.7,0.0,0.94,3.46,193.0,RUNNING,0.75,GOOD
2024-01-02 02:00:00,WATER_M01,84.7,0.0,3.29,3.36,167.0,RUNNING,2.63,GOOD
2024-01-02 02:00:00,WATER_B01,84.7,0.0,1.94,3.17,193.0,RUNNING,1.55,GOOD
2024-01-02 03:00:00,WATER_M01,84.7,0.0,2.04,3.32,194.0,RUNNING,1.63,GOOD
2024-01-02 03:00:00,WATER_B01,84.7,0.0,4.51,3.57,189.0,RUNNING,3.61,GOOD
2024-01-02 04:00:00,WATER_M01,84.7,0.5,4.16,3.0,173.0,RUNNING,3.33,GOOD
2024-01-02 04:00:00,WATER_B01,84.7,0.0,2.29,3.41,193.0,RUNNING,1.83,GOOD
2024-01-02 05:00:00,WATER_M01,84.7,0.0,3.22,3.75,163.0,RUNNING,2.58,GOOD
2024-01-02 05:00:00,WATER_B01,84.7,0.0,3.21,3.26,194.0,RUNNING,2.57,GOOD
2024-01-02 06:00:00,WATER_M01,84.7,0.0,13.88,3.52,187.0,RUNNING,11.1,GOOD
2024-01-02 06:00:00,WATER_B01,84.7,0.0,13.25,3.59,171.0,RUNNING,10.6,GOOD
2024-01-02 07:00:00,WATER_M01,84.7,0.0,16.95,3.49,192.0,RUNNING,13.56,GOOD
2024-01-02 07:00:00,WATER_B01,84.7,0.0,15.21,3.62,174.0,RUNNING,12.16,GOOD
2024-01-02 08:00:00,WATER_M01,84.7,0.0,15.16,3.35,202.0,RUNNING,12.13,GOOD
2024-01-02 08:00:00,WATER_B01,84.6,0.0,18.26,3.54,197.0,RUNNING,14.61,GOOD
2024-01-02 09:00:00,WATER_M01,84.6,0.0,13.15,3.16,186.0,RUNNING,10.52,GOOD
2024-01-02 09:00:00,WATER_B01,84.6,0.0,15.26,3.21,160.0,RUNNING,12.21,GOOD
2024-01-02 10:00:00,WATER_M01,84.6,0.5,12.94,3.31,167.0,RUNNING,10.36,GOOD
2024-01-02 10:00:00,WATER_B01,84.6,0.5,17.83,3.36,189.0,RUNNING,14.27,GOOD
2024-01-02 11:00:00,WATER_M01,84.6,0.5,14.89,3.56,162.0,RUNNING,11.91,GOOD
2024-01-02 11:00:00,WATER_B01,84.6,0.0,16.14,3.38,155.0,RUNNING,12.92,GOOD
2024-01-02 12:00:00,WATER_M01,84.6,0.0,15.21,3.59,183.0,RUNNING,12.17,GOOD
2024-01-02 12:00:00,WATER_B01,84.6,0.0,17.16,3.42,197.0,RUNNING,13.73,GOOD
2024-01-02 13:00:00,WATER_M01,84.6,0.0,17.51,3.45,180.0,RUNNING,14.01,GOOD
2024-01-02 13:00:00,WATER_B01,84.6,0.0,15.46,3.84,184.0,RUNNING,12.37,GOOD
2024-01-02 14:00:00,WATER_M01,84.6,0.0,15.64,3.68,190.0,RUNNING,12.51,GOOD
2024-01-02 14:00:00,WATER_B01,84.5,0.0,16.4,3.56,183.0,RUNNING,13.12,GOOD
2024-01-02 15:00:00,WATER_M01,84.6,0.5,12.33,3.27,171.0,RUNNING,9.86,GOOD
2024-01-02 15:00:00,WATER_B01,84.5,0.0,12.63,3.45,179.0,RUNNING,10.1,GOOD
2024-01-02 16:00:00,WATER_M01,84.5,0.0,15.44,3.3,175.0,RUNNING,12.35,GOOD
2024-01-02 16:00:00,WATER_B01,84.5,0.0,14.89,3.6,173.0,RUNNING,11.91,GOOD
2024-01-02 17:00:00,WATER_M01,84.5,0.0,15.77,3.57,172.0,RUNNING,12.61,GOOD
2024-01-02 17:00:00,WATER_B01,84.5,0.0,17.1,3.95,189.0,RUNNING,13.68,GOOD
2024-01-02 18:00:00,WATER_M01,84.5,0.0,15.14,3.23,194.0,RUNNING,12.11,GOOD
2024-01-02 18:00:00,WATER_B01,84.5,0.5,17.51,3.52,183.0,RUNNING,14.01,GOOD
2024-01-02 19:00:00,WATER_M01,84.5,0.0,16.5,3.18,187.0,RUNNING,13.2,GOOD
2024-01-02 19:00:00,WATER_B01,84.5,0.0,14.52,3.58,190.0,RUNNING,11.61,GOOD
2024-01-02 20:00:00,WATER_M01,84.5,0.0,16.13,3.69,174.0,RUNNING,12.9,GOOD
2024-01-02 20:00:00,WATER_B01,84.5,0.0,13.72,3.73,188.0,RUNNING,10.97,GOOD
2024-01-02 21:00:00,WATER_M01,84.5,0.0,17.92,3.4,197.0,RUNNING,14.34,GOOD
2024-01-02 21:00:00,WATER_B01,84.4,0.0,18.95,3.27,185.0,RUNNING,15.16,GOOD
2024-01-02 22:00:00,WATER_M01,84.5,0.0,14.44,3.36,180.0,RUNNING,11.55,GOOD
2024-01-02 22:00:00,WATER_B01,84.4,0.0,16.24,3.56,202.0,RUNNING,12.99,GOOD
2024-01-02 23:00:00,WATER_M01,84.4,0.0,3.05,3.57,164.0,RUNNING,2.44,GOOD
2024-01-02 23:00:00,WATER_B01,84.4,0.0,2.41,3.28,181.0,RUNNING,1.93,GOOD
2024-01-03 00:00:00,WATER_M01,84.4,0.0,1.85,3.51,178.0,RUNNING,1.48,GOOD
2024-01-03 00:00:00,WATER_B01,84.4,0.0,1.46,3.78,185.0,RUNNING,1.16,GOOD
2024-01-03 01:00:00,WATER_M01,84.4,0.0,2.13,3.96,186.0,RUNNING,1.7,GOOD
2024-01-03 01:00:00,WATER_B01,84.4,0.0,3.69,3.24,189.0,RUNNING,2.95,GOOD
2024-01-03 02:00:00,WATER_M01,84.4,0.0,1.68,3.43,175.0,RUNNING,1.34,GOOD
2024-01-03 02:00:00,WATER_B01,84.4,0.0,1.29,3.5,148.0,RUNNING,1.03,GOOD
2024-01-03 03:00:00,WATER_M01,84.4,0.5,2.91,3.44,202.0,RUNNING,2.33,GOOD
2024-01-03 03:00:00,WATER_B01,84.4,0.0,2.9,3.62,176.0,RUNNING,2.32,GOOD
2024-01-03 04:00:00,WATER_M01,84.4,0.0,2.52,3.12,178.0,RUNNING,2.02,GOOD
2024-01-03 04:00:00,WATER_B01,84.4,0.0,2.2,3.21,191.0,RUNNING,1.76,GOOD
2024-01-03 05:00:00,WATER_M01,84.4,0.0,3.31,3.31,182.0,RUNNING,2.65,GOOD
2024-01-03 05:00:00,WATER_B01,84.4,0.0,1.56,3.19,169.0,RUNNING,1.25,GOOD
2024-01-03 06:00:00,WATER_M01,84.4,0.0,12.82,3.31,171.0,RUNNING,10.25,GOOD
2024-01-03 06:00:00,WATER_B01,84.4,0.0,13.23,3.88,188.0,RUNNING,10.58,GOOD
2024-01-03 07:00:00,WATER_M01,84.4,0.0,17.16,3.22,187.0,RUNNING,13.73,GOOD
2024-01-03 07:00:00,WATER_B01,84.4,0.0,18.0,3.45,175.0,RUNNING,14.4,GOOD
2024-01-03 08:00:00,WATER_M01,84.4,0.0,12.82,3.26,196.0,RUNNING,10.25,GOOD
2024-01-03 08:00:00,WATER_B01,84.4,0.0,15.14,3.67,176.0,RUNNING,12.11,GOOD
2024-01-03 09:00:00,WATER_M01,84.4,0.0,18.3,3.38,169.0,RUNNING,14.64,GOOD
2024-01-03 09:00:00,WATER_B01,84.3,0.0,14.8,3.36,185.0,RUNNING,11.84,GOOD
2024-01-03 10:00:00,WATER_M01,84.4,0.0,12.58,3.45,167.0,RUNNING,10.07,GOOD
2024-01-03 10:00:00,WATER_B01,84.3,0.0,13.92,3.36,184.0,RUNNING,11.13,GOOD
2024-01-03 11:00:00,WATER_M01,84.3,0.0,12.14,3.33,197.0,RUNNING,9.71,GOOD
2024-01-03 11:00:00,WATER_B01,84.3,0.5,15.16,3.5,172.0,RUNNING,12.12,GOOD
2024-01-03 12:00:00,WATER_M01,84.3,0.5,13.03,3.35,169.0,RUNNING,10.43,GOOD
2024-01-03 12:00:00,WATER_B01,84.3,0.0,12.68,3.65,178.0,RUNNING,10.14,GOOD
2024-01-03 13:00:00,WATER_M01,84.3,0.0,14.06,3.34,167.0,RUNNING,11.25,GOOD
2024-01-03 13:00:00,WATER_B01,84.3,0.0,17.19,3.57,190.0,RUNNING,13.75,GOOD
2024-01-03 14:00:00,WATER_M01,84.3,0.0,14.29,3.64,197.0,RUNNING,11.43,GOOD
2024-01-03 14:00:00,WATER_B01,84.3,0.0,14.23,3.4,183.0,RUNNING,11.38,GOOD
2024-01-03 15:00:00,WATER_M01,84.3,0.5,14.15,3.34,176.0,RUNNING,11.32,GOOD
2024-01-03 15:00:00,WATER_B01,84.3,0.0,16.18,3.33,180.0,RUNNING,12.95,GOOD
2024-01-03 16:00:00,WATER_M01,84.3,0.0,18.99,3.49,197.0,RUNNING,15.19,GOOD
2024-01-03 16:00:00,WATER_B01,84.2,0.0,17.65,3.36,169.0,RUNNING,14.12,GOOD
2024-01-03 17:00:00,WATER_M01,84.3,0.0,15.08,3.41,180.0,RUNNING,12.07,GOOD
2024-01-03 17:00:00,WATER_B01,84.2,0.0,10.86,3.69,163.0,RUNNING,8.69,GOOD
2024-01-03 18:00:00,WATER_M01,84.2,0.0,12.76,3.87,161.0,RUNNING,10.21,GOOD
2024-01-03 18:00:00,WATER_B01,84.2,0.0,16.42,3.13,169.0,RUNNING,13.14,GOOD
2024-01-03 19:00:00,WATER_M01,84.2,0.0,12.35,3.1,178.0,RUNNING,9.88,GOOD
2024-01-03 19:00:00,WATER_B01,84.2,0.0,16.64,3.54,165.0,RUNNING,13.31,GOOD
2024-01-03 20:00:00,WATER_M01,84.2,0.0,13.48,3.62,174.0,RUNNING,10.78,GOOD
2024-01-03 20:00:00,WATER_B01,84.2,0.0,18.23,3.69,179.0,RUNNING,14.58,GOOD
2024-01-03 21:00:00,WATER_M01,84.2,0.0,15.25,3.51,185.0,RUNNING,12.2,GOOD
2024-01-03 21:00:00,WATER_B01,84.2,0.0,15.7,3.17,195.0,RUNNING,12.56,GOOD
2024-01-03 22:00:00,WATER_M01,84.2,0.0,14.34,3.55,177.0,RUNNING,11.47,GOOD
2024-01-03 22:00:00,WATER_B01,84.1,0.0,19.48,3.35,196.0,RUNNING,15.58,GOOD
2024-01-03 23:00:00,WATER_M01,84.2,0.5,5.34,3.36,169.0,RUNNING,4.27,GOOD
2024-01-03 23:00:00,WATER_B01,84.1,0.0,3.4,3.38,191.0,RUNNING,2.72,GOOD
2024-01-04 00:00:00,WATER_M01,84.2,0.0,3.05,3.58,195.0,RUNNING,2.44,GOOD
2024-01-04 00:00:00,WATER_B01,84.1,0.0,1.36,3.58,194.0,RUNNING,1.09,GOOD
2024-01-04 01:00:00,WATER_M01,84.2,0.0,2.16,3.63,175.0,RUNNING,1.73,GOOD
2024-01-04 01:00:00,WATER_B01,84.1,0.0,4.46,3.6,191.0,RUNNING,3.57,GOOD
2024-01-04 02:00:00,WATER_M01,84.2,0.0,2.95,3.25,194.0,RUNNING,2.36,GOOD
2024-01-04 02:00:00,WATER_B01,84.1,0.0,5.32,3.56,170.0,RUNNING,4.25,GOOD
2024-01-04 03:00:00,WATER_M01,84.2,0.0,2.46,3.45,184.0,RUNNING,1.97,GOOD
2024-01-04 03:00:00,WATER_B01,84.1,0.5,3.2,3.48,176.0,RUNNING,2.56,GOOD
2024-01-04 04:00:00,WATER_M01,84.2,0.0,1.45,3.47,166.0,RUNNING,1.16,GOOD
2024-01-04 04:00:00,WATER_B01,84.1,0.0,4.0,3.52,173.0,RUNNING,3.2,GOOD
2024-01-04 05:00:00,WATER_M01,84.2,0.0,3.23,3.59,194.0,RUNNING,2.58,GOOD
2024-01-04 05:00:00,WATER_B01,84.1,0.5,3.04,3.67,177.0,RUNNING,2.43,GOOD
2024-01-04 06:00:00,WATER_M01,84.2,0.0,15.19,3.53,184.0,RUNNING,12.15,GOOD
2024-01-04 06:00:00,WATER_B01,84.1,0.0,14.9,3.21,179.0,RUNNING,11.92,GOOD
2024-01-04 07:00:00,WATER_M01,84.1,0.0,13.04,2.99,202.0,RUNNING,10.43,GOOD
2024-01-04 07:00:00,WATER_B01,84.1,0.0,15.61,3.39,181.0,RUNNING,12.48,GOOD
2024-01-04 08:00:00,WATER_M01,84.1,0.0,15.25,3.35,182.0,RUNNING,12.2,GOOD
2024-01-04 08:00:00,WATER_B01,84.1,0.0,13.6,3.62,168.0,RUNNING,10.88,GOOD
2024-01-04 09:00:00,WATER_M01,84.1,0.0,16.88,3.59,182.0,RUNNING,13.51,GOOD
2024-01-04 09:00:00,WATER_B01,84.1,0.0,14.27,3.68,190.0,RUNNING,11.41,GOOD
2024-01-04 10:00:00,WATER_M01,84.1,0.0,15.23,3.05,180.0,RUNNING,12.18,GOOD
2024-01-04 10:00:00,WATER_B01,84.0,0.0,13.95,3.53,165.0,RUNNING,11.16,GOOD
2024-01-04 11:00:00,WATER_M01,84.1,0.0,15.33,3.63,200.0,RUNNING,12.26,GOOD
2024-01-04 11:00:00,WATER_B01,84.0,0.0,15.4,3.42,191.0,RUNNING,12.32,GOOD
2024-01-04 12:00:00,WATER_M01,84.1,0.0,13.31,3.57,197.0,RUNNING,10.65,GOOD
2024-01-04 12:00:00,WATER_B01,84.0,0.0,14.89,3.3,187.0,RUNNING,11.91,GOOD
2024-01-04 13:00:00,WATER_M01,84.1,0.0,16.71,3.56,171.0,RUNNING,13.37,GOOD
2024-01-04 13:00:00,WATER_B01,84.0,0.0,11.57,3.55,187.0,RUNNING,9.25,GOOD
2024-01-04 14:00:00,WATER_M01,84.0,0.0,17.66,3.68,175.0,RUNNING,14.12,GOOD
2024-01-04 14:00:00,WATER_B01,84.0,0.0,12.23,3.88,179.0,RUNNING,9.78,GOOD
2024-01-04 15:00:00,WATER_M01,84.0,0.5,16.07,3.45,187.0,RUNNING,12.86,GOOD
2024-01-04 15:00:00,WATER_B01,84.0,0.0,15.2,3.27,178.0,RUNNING,12.16,GOOD
2024-01-04 16:00:00,WATER_M01,84.0,0.0,16.84,3.62,176.0,RUNNING,13.47,GOOD
2024-01-04 16:00:00,WATER_B01,84.0,0.0,17.73,3.51,176.0,RUNNING,14.19,GOOD
2024-01-04 17:00:00,WATER_M01,84.0,0.0,16.12,3.57,184.0,RUNNING,12.9,GOOD
2024-01-04 17:00:00,WATER_B01,83.9,0.0,15.78,3.32,184.0,RUNNING,12.62,GOOD
2024-01-04 18:00:00,WATER_M01,84.0,0.0,20.33,3.45,192.0,RUNNING,16.27,GOOD
2024-01-04 18:00:00,WATER_B01,83.9,0.0,15.2,3.33,188.0,RUNNING,12.16,GOOD
2024-01-04 19:00:00,WATER_M01,83.9,0.0,15.76,3.27,195.0,RUNNING,12.61,GOOD
2024-01-04 19:00:00,WATER_B01,83.9,0.0,17.56,3.6,185.0,RUNNING,14.05,GOOD
2024-01-04 20:00:00,WATER_M01,83.9,0.0,18.35,3.44,181.0,RUNNING,14.68,GOOD
2024-01-04 20:00:00,WATER_B01,83.9,0.0,14.15,3.57,172.0,RUNNING,11.32,GOOD
2024-01-04 21:00:00,WATER_M01,83.9,0.0,11.57,3.32,177.0,RUNNING,9.25,GOOD
2024-01-04 21:00:00,WATER_B01,83.9,0.0,17.77,3.63,174.0,RUNNING,14.22,GOOD
2024-01-04 22:00:00,WATER_M01,83.9,0.0,15.22,3.47,172.0,RUNNING,12.18,GOOD
2024-01-04 22:00:00,WATER_B01,83.9,0.0,15.15,3.56,187.0,RUNNING,12.12,GOOD
2024-01-04 23:00:00,WATER_M01,83.9,0.0,3.06,3.46,170.0,RUNNING,2.45,GOOD
2024-01-04 23:00:00,WATER_B01,83.9,0.0,4.38,3.36,172.0,RUNNING,3.5,GOOD
2024-01-05 00:00:00,WATER_M01,83.9,0.0,1.96,3.79,176.0,RUNNING,1.57,GOOD
2024-01-05 00:00:00,WATER_B01,83.9,0.0,2.28,3.48,190.0,RUNNING,1.82,GOOD
2024-01-05 01:00:00,WATER_M01,83.9,0.0,3.97,3.72,175.0,RUNNING,3.18,GOOD
2024-01-05 01:00:00,WATER_B01,83.9,0.5,3.2,3.54,196.0,RUNNING,2.56,GOOD
2024-01-05 02:00:00,WATER_M01,83.9,0.0,2.74,3.69,212.0,RUNNING,2.19,GOOD
2024-01-05 02:00:00,WATER_B01,83.8,0.5,4.95,3.78,185.0,RUNNING,3.96,GOOD
2024-01-05 03:00:00,WATER_M01,83.9,0.0,3.01,3.57,178.0,RUNNING,2.41,GOOD
2024-01-05 03:00:00,WATER_B01,83.8,0.0,4.26,3.34,197.0,RUNNING,3.4,GOOD
2024-01-05 04:00:00,WATER_M01,83.9,0.0,2.73,3.38,198.0,RUNNING,2.18,GOOD
2024-01-05 04:00:00,WATER_B01,83.8,0.0,2.01,3.15,199.0,RUNNING,1.61,GOOD
2024-01-05 05:00:00,WATER_M01,83.9,0.0,4.27,3.66,190.0,RUNNING,3.42,GOOD
2024-01-05 05:00:00,WATER_B01,83.8,0.0,1.0,3.85,181.0,RUNNING,0.8,GOOD
2024-01-05 06:00:00,WATER_M01,83.9,0.0,15.39,3.51,189.0,RUNNING,12.31,GOOD
2024-01-05 06:00:00,WATER_B01,83.8,0.0,16.54,3.5,184.0,RUNNING,13.23,GOOD
2024-01-05 07:00:00,WATER_M01,83.9,0.5,13.55,3.9,177.0,RUNNING,10.84,GOOD
2024-01-05 07:00:00,WATER_B01,83.8,0.0,18.19,3.54,186.0,RUNNING,14.55,GOOD
2024-01-05 08:00:00,WATER_M01,83.8,0.0,14.35,3.49,180.0,RUNNING,11.48,GOOD
2024-01-05 08:00:00,WATER_B01,83.8,0.0,13.99,3.58,183.0,RUNNING,11.19,GOOD
2024-01-05 09:00:00,WATER_M01,83.8,0.0,16.58,3.17,185.0,RUNNING,13.26,GOOD
2024-01-05 09:00:00,WATER_B01,83.8,0.0,16.76,4.01,189.0,RUNNING,13.4,GOOD
2024-01-05 10:00:00,WATER_M01,83.8,0.0,12.18,3.23,186.0,RUNNING,9.75,GOOD
2024-01-05 10:00:00,WATER_B01,83.8,0.0,15.46,3.71,178.0,RUNNING,12.37,GOOD
2024-01-05 11:00:00,WATER_M01,83.8,0.0,14.67,3.39,176.0,RUNNING,11.74,GOOD
2024-01-05 11:00:00,WATER_B01,83.7,0.0,16.92,3.45,177.0,RUNNING,13.54,GOOD
2024-01-05 12:00:00,WATER_M01,95.0,50.0,14.28,3.29,156.0,RUNNING,11.43,GOOD
2024-01-05 12:00:00,WATER_B01,95.0,50.0,14.46,3.65,174.0,RUNNING,11.57,GOOD
2024-01-05 13:00:00,WATER_M01,95.0,0.0,15.32,3.5,149.0,RUNNING,12.25,GOOD
2024-01-05 13:00:00,WATER_B01,95.0,0.0,15.62,3.31,160.0,RUNNING,12.5,GOOD
2024-01-05 14:00:00,WATER_M01,95.0,0.0,18.21,3.66,145.0,RUNNING,14.57,GOOD
2024-01-05 14:00:00,WATER_B01,95.0,0.0,17.62,3.38,162.0,RUNNING,14.1,GOOD
2024-01-05 15:00:00,WATER_M01,95.0,0.0,14.34,3.53,150.0,RUNNING,11.47,GOOD
2024-01-05 15:00:00,WATER_B01,95.0,0.0,14.49,3.59,170.0,RUNNING,11.59,GOOD
2024-01-05 16:00:00,WATER_M01,94.9,0.0,17.29,3.69,171.0,RUNNING,13.83,GOOD
2024-01-05 16:00:00,WATER_B01,94.9,0.5,14.93,3.52,182.0,RUNNING,11.95,GOOD
2024-01-05 17:00:00,WATER_M01,94.9,0.0,17.79,3.39,166.0,RUNNING,14.23,GOOD
2024-01-05 17:00:00,WATER_B01,94.9,0.0,15.37,3.56,172.0,RUNNING,12.29,GOOD
2024-01-05 18:00:00,WATER_M01,94.9,0.0,17.21,3.75,170.0,RUNNING,13.77,GOOD
2024-01-05 18:00:00,WATER_B01,94.9,0.0,12.16,3.52,160.0,RUNNING,9.73,GOOD
2024-01-05 19:00:00,WATER_M01,94.9,0.0,13.87,3.22,144.0,RUNNING,11.09,GOOD
2024-01-05 19:00:00,WATER_B01,94.9,0.0,14.22,3.33,166.0,RUNNING,11.38,GOOD
2024-01-05 20:00:00,WATER_M01,94.9,0.0,16.35,3.34,154.0,RUNNING,13.08,GOOD
2024-01-05 20:00:00,WATER_B01,94.9,0.0,14.31,3.57,144.0,RUNNING,11.45,GOOD
2024-01-05 21:00:00,WATER_M01,94.9,0.0,16.36,3.16,164.0,RUNNING,13.09,GOOD
2024-01-05 21:00:00,WATER_B01,94.9,0.0,13.99,3.24,150.0,RUNNING,11.19,GOOD
2024-01-05 22:00:00,WATER_M01,94.8,0.0,15.33,3.65,173.0,RUNNING,12.27,GOOD
2024-01-05 22:00:00,WATER_B01,94.8,0.0,18.64,3.75,166.0,RUNNING,14.91,GOOD
2024-01-05 23:00:00,WATER_M01,94.8,0.0,3.31,3.31,185.0,RUNNING,2.65,GOOD
2024-01-05 23:00:00,WATER_B01,94.8,0.0,3.78,3.39,166.0,RUNNING,3.02,GOOD
2024-01-06 00:00:00,WATER_M01,94.8,0.0,3.03,3.48,170.0,RUNNING,2.42,GOOD
2024-01-06 00:00:00,WATER_B01,94.8,0.0,2.77,3.15,152.0,RUNNING,2.22,GOOD
2024-01-06 01:00:00,WATER_M01,94.8,0.5,1.98,3.21,155.0,RUNNING,1.59,GOOD
2024-01-06 01:00:00,WATER_B01,94.8,0.0,3.95,3.42,155.0,RUNNING,3.16,GOOD
2024-01-06 02:00:00,WATER_M01,94.8,0.0,3.16,3.38,151.0,RUNNING,2.53,GOOD
2024-01-06 02:00:00,WATER_B01,94.8,0.0,4.99,3.02,163.0,RUNNING,3.99,GOOD
2024-01-06 03:00:00,WATER_M01,94.8,0.0,2.86,3.36,156.0,RUNNING,2.28,GOOD
2024-01-06 03:00:00,WATER_B01,94.8,0.0,3.08,3.24,163.0,RUNNING,2.46,GOOD
2024-01-06 04:00:00,WATER_M01,94.8,0.0,3.61,3.48,179.0,RUNNING,2.89,GOOD
2024-01-06 04:00:00,WATER_B01,94.8,0.0,2.16,3.44,171.0,RUNNING,1.73,GOOD
2024-01-06 05:00:00,WATER_M01,94.8,0.0,3.76,3.32,160.0,RUNNING,3.01,GOOD
